config,esm-bell-750PgC,esm-bell-1000PgC,esm-bell-2000PgC
1715,0.0231063113858061,0.0396896147849124,0.1390614571325215
3222,-0.03033861381435843,-0.029906203868832026,0.043563308895200326
4623,-0.012623669238078894,-0.01095144216199484,-0.002271671529115782
5030,-0.0188895523298529,-0.011089340607008058,0.07848895854455318
5373,-0.03804382893908853,-0.056739821082003816,-0.1876834495655828
6476,-0.007713464455990859,-0.0028855212730691804,0.0287736572639834
7199,0.0169845090734837,0.03624558745762685,0.16489767352939122
8675,-0.00457902699999968,0.008412028339798372,0.13135166854969293
9060,0.08949178404191871,0.13298670888586894,0.39692878564539047
9458,-0.08111132109950825,-0.09158513092031173,-0.0305584645739585
10309,-0.039686276212433036,-0.03781653790390038,0.03583397952698997
10318,0.09285730631969313,0.13731785759939785,0.38484402584214683
10670,0.08569586458300504,0.11619203998593841,0.22952491621100712
10689,0.008361899907378456,0.023041610885269792,0.13437400581797476
13064,0.025411374919244167,0.04766324696052404,0.2077959517167698
16148,-0.007001272862549035,0.010825579142372588,0.15734591432449463
16292,-0.10987537086820054,-0.13163373801231204,-0.1490701307944775
16542,-0.011651418188498575,-0.00833764252722391,0.011293560168082362
20449,0.01066299182354502,0.02708649987680878,0.14947601298622137
21172,-0.027357150764960814,-0.027401166015944334,-0.018274716199916163
22332,-0.0048876539207125536,0.007057338367741028,0.11404066331033658
24507,0.11734485948756324,0.17529681554753984,0.47955636007409996
26076,0.05331057315168075,0.06607502948048971,0.07196527167427114
31262,0.029138560456434037,0.06312176730090524,0.2901048184359052
35860,-0.037509245673118086,-0.0368259371430959,0.01050854658975231
36693,0.1832146700783932,0.2514295225296719,0.586685221902143
37652,-0.010423320545606352,-7.537368132459754e-05,0.11546486985340465
43511,-0.09421582525888206,-0.11119903704960965,-0.10669676136100392
45677,0.07446380180247991,0.11247590259070916,0.31273858758048645
46201,0.03560239274596877,0.06724649146585904,0.2703637395792593
46202,-0.060853310855153664,-0.06316418961004766,0.01259876478162969
46412,-0.11166889201324204,-0.13284598447038998,-0.12004570749298438
47786,0.014991736700805003,0.030697756662071862,0.14060168285367647
50143,0.007377660546303844,0.022759122490375372,0.1299163066949096
52696,0.027068780321753527,0.045406460908894664,0.1245083516019605
55742,0.08793194178364283,0.13426898186676195,0.40785595043622935
56472,-0.1461036256040258,-0.18209189479890697,-0.3080690664268655
58189,-0.054746683803676977,-0.060932426703581344,-0.01957609598632848
59128,0.13431453045476727,0.1873048862888318,0.46090840803302324
59474,0.07861150505526227,0.10921073470028486,0.2321863403451454
60041,0.042898464079318854,0.061503166029855505,0.12197809272283378
62070,-0.16045516756560385,-0.19625253658671227,-0.2980272867132614
63196,0.1979696306889842,0.2783162997534654,0.6684203183417727
64202,0.135412982229709,0.1983772811654525,0.5060315819462171
65648,-0.03387594238630731,-0.0318933840349076,0.0350686574721113
66733,0.10117378778297548,0.10766765003706258,-0.005273454855470039
68765,0.0588171044177086,0.09153715123047745,0.2707583315685369
69555,-0.09460510315769977,-0.11665728977877521,-0.13259856167609474
70953,-0.027573362124043488,-0.026941698323722507,0.022476434767997322
71149,0.005718737744371705,0.028775242995210615,0.20496928873164855
77267,-0.08525645560450945,-0.10741086989742055,-0.20223468275165057
78932,0.08285359956305949,0.1250418676696312,0.34404124289225324
85311,0.05460644735012021,0.08800980530527514,0.2909530625726928
85573,-0.026131687611619103,-0.017440366521218387,0.10498007324892056
87455,-0.018248289360902614,-0.015343485732072448,0.06113977428323736
88027,-0.04750372256979918,-0.055009463643907575,-0.05515016940803141
89556,-0.0018500833514301096,0.010524032060014843,0.15097264550292344
90147,-0.002406873370276452,0.005845940638555813,0.06990193342022488
90509,0.005492262079493049,0.017372762388646823,0.08173214340178925
92939,-0.0488921698759861,-0.05127836502270178,0.014295798825067152
95324,-0.07856715728317654,-0.09262218242037212,-0.08045466243378963
97066,0.019547701176672927,0.04295327105457125,0.19992131018068493
100270,-0.06313509663841244,-0.07333090461825265,-0.09961422019822974
104294,-0.04354322180103354,-0.06091954367196495,-0.17862623463354543
104612,0.14146787933973992,0.21552290244528027,0.6222237676871414
108672,0.10906815372891088,0.16456880344077018,0.4522882767543237
109180,-0.13552975279567248,-0.1854605829501328,-0.4774060152492985
109573,0.09062110192209905,0.136281986077053,0.411582514315568
110429,0.14088536545785812,0.20419720441377454,0.5048703346049628
111964,-0.0167716411377532,-0.0094714505428235,0.07112387110573248
116908,0.024981424304937994,0.047231818885678845,0.244976998684312
117639,-0.02037856038618846,-0.018969115724224217,0.05352784248952247
117814,-0.058964799678791424,-0.06485127154173753,-0.046825007068798996
118399,-0.09627832107026224,-0.11380177488602294,-0.14655883264768121
120585,-0.08530768433317415,-0.1045373500332063,-0.18450797929181562
121170,0.05812310894567685,0.0855998824733486,0.2450771023353635
122076,-0.03649188322645647,-0.03181230960885029,0.07833797293203038
122359,-0.10596445296869317,-0.12740202544732382,-0.18787050412337658
123153,-0.0753510857051185,-0.09121571439310272,-0.15627646330079692
125616,0.014126396691094056,0.032115963752219034,0.16234671625434416
129706,-0.03934708215381311,-0.0377622500291801,0.07913437820776892
