,zec50_1000,ecs,tcr,deltaco2conc50_1000,f50_1000
157018,-0.06115337201367588,2.4606564558963813,1.7587502284187795,-59.37453344476444,-0.6974459749632613
157582,0.3725531915380298,5.685652687210757,1.971102115139177,-63.06918039096752,-0.6706130617257084
158111,0.02496606610208474,5.156668283677426,2.6458479804944646,-68.99222911968639,-0.7673505064401489
159826,-0.08460662694812582,3.1962297789134917,2.1528688970502623,-60.99519130423016,-0.8323021095163496
159902,-0.18932799054174732,2.6865445956213043,1.8459519265115492,-64.40862868391145,-0.8295304316571634
160055,0.0028528374518221877,2.4547107138799635,1.5978657024632357,-56.51716405123494,-0.6464611831679443
160896,0.1714301395542126,3.905754866797035,1.830604248438629,-60.462739507595074,-0.7214896610502906
164142,0.03781147893743442,2.6529119228723186,1.94822531825827,-49.65138023289899,-0.6213559354138112
164558,-0.11433651059293037,2.8098166220434053,1.7231956955123948,-58.41916864980817,-0.6462004256711684
169217,0.105913183394994,3.824185892090113,2.454820211182909,-59.92874173978271,-0.7155116223071194
169322,0.03523071368159347,3.482980875377094,2.017287078803545,-54.81273892034005,-0.5972777802864173
171910,0.12087004645272348,3.9313556021714415,2.2053403563222402,-47.29842943845375,-0.5708529916326692
172987,-0.05813437691120815,3.0281731218971215,1.8251943722524642,-59.254346774944,-0.7012621283508604
173619,-0.13326709057508013,2.548183336516948,1.9336747546295763,-67.50350091027701,-0.7986354248477823
174237,-0.002732721510096736,3.1378695829552554,1.793826866002395,-52.51274181259055,-0.6372718042735888
174415,-0.012592554746380547,2.296425521307969,1.3531100697262026,-55.09006263878376,-0.603875266894172
177510,-0.10762100025361931,2.5105675102586336,1.5456674093842309,-69.82470797297589,-0.9333097949590776
177612,0.061571879870053525,3.0031511845506134,1.8784786145803911,-51.1699593179261,-0.5908877165874138
178647,0.14799969425079884,3.9058251107118416,1.742058349326804,-51.59719031440636,-0.591686085003849
180377,0.10874930631299518,2.806329483694273,1.751509413565746,-69.38068346893351,-0.8251446327530711
184447,0.11959411696905398,2.414075746422475,1.6516696288034642,-52.186687809964496,-0.553115068400813
188376,0.18953339190139928,3.4695394711292664,1.9373634873201189,-48.052531660596856,-0.5718791977817226
191392,0.022952451481147884,2.9659705815986137,1.5375932386984488,-62.61124031561417,-0.708981142926099
191497,0.17239616254981138,5.937518480178648,2.496915587259765,-53.96440683359725,-0.6304435559982648
191804,0.09639448677224971,3.8789097626442137,2.3948459597787695,-60.18420825538385,-0.6755712505458278
194250,0.00014733971873859275,3.0886436467753953,2.1113867738324505,-66.27394648558158,-0.8726701825814378
195539,0.3324183998783634,3.2501242990268557,1.8604786510660456,-51.203265239118195,-0.5909065691503721
197915,-0.055079836516177316,4.02837860483735,1.9974072208917084,-65.86102296221452,-0.7439086756631768
198326,0.15470641053199907,3.805971550459634,2.229078964166839,-50.947609163746904,-0.6131228372050432
198475,0.30612535205065106,3.9264192826306936,2.0630905854198662,-66.31288087414066,-0.7472442315357144
198930,0.07297442898726691,3.7829150267728764,2.165816350382571,-65.02934839854834,-0.7359873898368345
199728,0.044435987683095535,3.3203850702354827,1.8357751916406557,-55.441813694063,-0.6316443090955617
202348,0.09370044453163495,4.936134010890353,2.170518766107854,-64.9867781370773,-0.7775421185146518
204179,0.32499424087623385,5.071071461783552,2.2079129682324714,-52.746521385828316,-0.6622163299835253
204577,0.13712416925216298,3.843687997419241,2.276121131952053,-68.54874738724465,-0.833554174745526
208004,0.05077349219670535,2.5210316690642403,1.662797694368833,-53.48209596975312,-0.6045288379973996
208778,-0.087651644577458,2.4330742479414793,1.6788992823532256,-68.92955448118823,-1.002989132101952
209506,-0.007634783775085419,2.358436775459185,1.5937928154281331,-55.74700579383381,-0.7341694373222429
210981,-0.26251134531683484,2.5649342400399666,2.0451388251258336,-66.10270048335127,-0.7533816052620552
211168,-0.04441650118576068,2.462419055532301,1.750259972996467,-54.10244272009368,-0.7042929923083956
211592,0.11091605746393385,3.6837435770636313,1.8689855567537108,-68.59674961644521,-0.7972126559412747
211658,0.2134309070211593,4.299616307095085,2.6834048004147615,-65.01137324102058,-0.6723992428225589
212762,0.07058299342596985,3.604351306678133,2.231375260962474,-59.90978865387092,-0.7415953850209949
213767,0.07842168924309179,2.202055583681438,1.3404252749505856,-59.77218347163523,-0.7324829873455849
213884,0.18085624564406477,3.7963080213353573,1.9804620727079865,-64.80695409223983,-0.7516507830960668
214810,-0.05762531909053914,3.0049173312089845,1.720283873544479,-62.15930801731014,-0.7304679971769104
215491,-0.0693320941413722,2.313415549766394,1.9108500951790304,-48.37702410470007,-0.5503134368683065
217420,-0.0011805308302870188,2.7799703769869146,2.344253137012371,-50.648904504699885,-0.5972792076322739
219381,0.0025632562586535013,2.2523617873267927,1.3616144960447247,-56.38165287882259,-0.660981256474392
219427,-0.21809739119543847,3.393059050524295,2.2373726957162954,-64.46865668065425,-0.761039324193939
220832,-0.09288637290776847,2.075725545971895,1.605672503649738,-60.327945273201294,-0.716889691240679
222495,0.1771105133946831,3.0472669645850896,2.3017908371689,-54.37290556908414,-0.6305465302727478
223154,-0.05398666357086368,2.9855459453460114,2.1681694116781993,-72.96072398081958,-0.9202300432401436
226825,0.0762768047432163,2.7904182753623585,1.466187391656852,-55.70786884801777,-0.6736774127799481
230067,0.3867553098252996,4.52133571973966,1.8826655003934845,-62.92092512877275,-0.7201598963765301
230709,0.26118222510703637,4.63810967722193,2.146445934090424,-51.76250042453478,-0.5746375836982969
230849,-0.03683635259244067,5.3707733762515915,2.6080520442029993,-67.02086313599068,-0.8476876748061017
231653,-0.0002823254732389202,2.5682100837530246,1.4512379565755065,-51.98796910156506,-0.5910376583908983
231691,-0.05705083972658187,3.1304934404848197,2.2311378260533394,-51.357894183673125,-0.5750960422379596
236257,0.22680973677477834,4.697540897879432,2.13867148613491,-58.91296025237875,-0.6763221280041676
238853,0.12848258981596272,3.7017916573268663,2.0320358106866285,-66.9758081048883,-0.8022787323538769
239019,-0.0003685247976839001,3.1855029621566695,2.3620707286450178,-66.0197031259097,-0.8160269968192515
241760,0.05107791601075018,3.7449947850982195,1.8047138656925612,-60.83186287693627,-0.7106825789570599
242201,0.14461655687530262,2.7932403371911856,1.9052455231789207,-58.67583914852628,-0.6703072977558837
242433,-0.11404530168666605,2.9686482567678745,1.7666741997169095,-63.12937052887253,-0.7654379859225857
242714,0.010362655843839663,2.8713731324908442,1.6810997677416397,-64.63658652569836,-0.784629389899238
243800,-0.0013869925703480224,2.1592168221904773,1.4379108182704345,-55.07659647706498,-0.6314000952903305
244037,0.02726659640582363,2.749664523331984,1.6458403669262225,-69.66913185294192,-0.8575548639191308
245184,-0.06695229098692734,2.2193059640282318,1.7089426896059876,-72.17676799604487,-0.8711582475756123
245693,0.13674128721742163,3.5409450188095306,2.1381484336516254,-71.08339804265717,-0.9257641603427862
246040,0.36627892717299027,4.204123768426161,1.9778313886275538,-57.799190756163625,-0.6914795265798697
246874,0.03467423605436304,4.604830923080311,1.9395558309398582,-61.27702964507711,-0.6959923501128475
247239,0.0812589222624771,3.424612556458595,2.2241945897245246,-66.29387039847865,-0.8109109746347194
247671,0.10217708537008541,3.767841205334847,1.7740086224752027,-55.52753669841297,-0.6764653858158116
249700,-0.11136776315844488,2.412823870520405,1.99445459291516,-56.483968381211184,-0.6576899678955384
253642,-0.025372635080909145,3.30711903062385,1.9685177393213649,-83.5830249266271,-1.0749394601825526
254906,-0.1008256308947606,3.5048743208407482,2.29056516941285,-57.34631308177961,-0.712903842832135
255471,-0.06752856549146813,3.1705863075034397,2.126794024416117,-58.03031142274688,-0.6959897510972719
256561,0.006933284885373814,3.2727816972878854,1.8549569560969421,-57.19643783414938,-0.7160568546476145
259131,0.12110986318656258,4.198043335338086,1.9757542735151177,-52.70441980129715,-0.6011453290335282
260015,0.021522037795018933,2.3313109091147037,1.5823753880018876,-51.69004603697567,-0.57759861768367
260044,0.30101137330584415,3.7152102922116246,1.843023661995232,-69.12032272335591,-0.7754917570750095
260583,0.020215330691371713,3.4534203451300636,1.8077903333977248,-54.009100235632104,-0.5637798399123382
261164,0.5172578394050964,3.977523941741821,2.0396312918137958,-48.9028185348252,-0.5935439975153458
265045,0.2707877168327304,3.225708645159873,1.81916328648761,-63.36941988169821,-0.6881602872671806
266146,-0.03982019623751909,2.5932677940074216,1.724674740214648,-60.47335235465977,-0.7596472790125817
270487,0.15269904481976582,3.4903971456785445,1.9116291051182295,-46.14115689636452,-0.5446761764952521
270771,0.023033318401206593,2.5685516688365095,1.5779961850086541,-55.63702917400951,-0.5937197103586653
270891,0.17476504257039926,3.0728849223599797,1.6057687224861334,-51.63078679130689,-0.5836102783641253
270908,-0.04762942522201885,2.7496845685464315,1.77870953541455,-58.92068640302978,-0.743430552551164
272922,0.053798566394311464,4.09996111181923,1.8678890600130025,-65.93805055741541,-0.7754795151405038
276448,0.24795634724011695,4.093350908151952,2.494547188263068,-66.72331166890149,-0.840507560590682
278211,0.2880233391067444,3.4634945649177187,1.8179509511449634,-61.85292703515813,-0.7015631678412682
278989,0.023666557204814698,3.1979214669980904,1.6796673035551672,-60.58028954308941,-0.6963986798129316
280442,-0.019034788085551924,3.1211661889714377,1.8371904294230266,-68.76614325768924,-0.8075976489657632
281349,0.11579999495277216,4.319863621526682,2.213996211357249,-55.00210865505693,-0.7107552762118856
282221,0.10329540590303998,3.782603816719636,1.7772091418409883,-56.12923424406972,-0.6964746435856908
282819,0.11635048892221267,3.275271731033298,1.7062427636537563,-53.34533477074564,-0.6300894345755195
283185,0.1557049779847104,3.4974354629825415,1.7554289553107485,-60.29107336107927,-0.6692405246300832
283539,0.4257641126957239,6.13150046070243,2.250647308935754,-55.83545466675207,-0.6297596161655319
285729,-0.2019433402496782,3.551343955717864,2.256471501282295,-65.10027641888001,-0.78745176466603
286975,0.16676471277882876,4.231122718899786,1.9289176583675811,-56.40399090652272,-0.7262173142825445
287366,-0.01193363625571231,2.6009729100789,1.434777446661383,-56.18159631392257,-0.6907490504549854
288606,0.19924562897348763,3.981137820140763,2.0939698958275397,-56.73056734071099,-0.6676320387507162
293094,-0.17159806755134888,2.3505711869631867,1.8619127404424078,-57.7352518266581,-0.7195929726986594
293109,-0.06064275011687004,3.012305658481246,1.879456855061831,-59.051808918203506,-0.7864741382437033
297044,-0.010575410686549658,2.224118552595965,1.5085188214378518,-57.974931462023164,-0.6590866866036356
297454,-0.007790622100867894,4.305104527841032,2.0888527240937895,-72.91986450680645,-0.8755399299374051
297546,0.04217672960620278,4.091750877831762,2.1137080931282393,-66.55721356310983,-0.8145074210787948
297890,-0.2539533925521118,2.936002311391227,2.2900982713761957,-70.96415144879654,-1.0316532500917797
299148,0.11426275053525647,3.285852069888751,1.7761430812089327,-55.713138288765606,-0.7213178599715544
299405,0.4079787408191722,4.624501871723462,2.330218691848081,-54.449325174356204,-0.6602331216794006
299789,0.03636822259109396,3.6704395071987728,2.0506313774446094,-61.268210805045044,-0.6296648011266925
300632,0.018337670012919416,3.5334827270854623,1.7053956562733217,-67.09774491976748,-0.8061328805266061
307150,0.05502141459305876,2.755881773126294,1.667785226275003,-56.46278864006547,-0.6936365424384214
307762,-0.16716587850783315,2.577544383060477,1.9306786589425726,-57.99326875027725,-0.7276702460691813
311543,0.08720290494907212,4.355080344177098,2.2071879728720853,-69.59163055288423,-0.8327891277249608
311799,0.20677282673647124,3.0401175083137937,1.8281985833295011,-52.493784980025964,-0.5868099655528503
311823,-0.10011339549996134,3.4263064261759104,2.2837447721080784,-61.46925742483916,-0.7183171426742772
314345,-0.13220187493300184,2.5862014447737782,1.9371124128870996,-69.08038492813785,-0.8087367491186828
315871,0.059064517210231315,2.46013016540061,1.7850429900903695,-67.67437387011762,-0.8053519204300632
318025,-0.07431518834167838,3.312900671864453,2.052311366522861,-61.03681400705045,-0.6860071371002014
318651,-0.031323007690865934,3.7455125992196887,2.064691855477797,-61.72643622327013,-0.7173073328469974
323162,0.038411901869354725,3.1037596122934703,1.7355347864591677,-59.3326927924831,-0.6855243250038199
328777,-0.07667479045705838,2.5852769800296853,1.8615615761493856,-63.05472002223644,-0.727078716367263
329980,-0.14176529602934207,2.8663817636228863,1.961378568738134,-59.73757493306766,-0.7488978330255542
331504,-0.14014948799822902,2.962354133635294,1.9865339560977984,-61.00660161622807,-0.7584191958145077
332296,0.05805348262556631,2.7574540533333485,1.7319757990681308,-68.1213617142356,-0.8709919843255682
332354,-0.035050312130275874,2.7225180431315845,1.9266519544910352,-59.54742899477765,-0.7315650471128401
334885,0.0388328424467157,2.217633318948411,1.3526891740092735,-56.0693925247935,-0.669682474086255
336112,-0.07141328172378514,2.9292813645279603,1.9278951465924683,-66.05146906786916,-0.7604065029921041
336265,-0.08907548991196501,3.3935217608134294,2.112037709970742,-57.174040456563375,-0.666083568388598
336356,0.11636582453888678,4.073279001073859,2.087359015688202,-49.93849897646487,-0.58727519565466
337134,0.014057888547607922,3.571212121738121,2.1610418729178034,-63.613226912469486,-0.7774244482539485
338086,-0.04158358644653393,2.468454704891559,1.6898062817656478,-56.97748253961413,-0.6896080246575309
339395,-0.10562987734104046,2.464755530402072,1.7285668278126405,-54.41828372759875,-0.6279788266897461
340141,-0.06783341165853063,2.6753842280370197,1.7096440535423383,-59.15224609310508,-0.7192807385312281
342807,-0.17331620046726726,3.254438851952976,2.207790140061994,-57.50036935100809,-0.6701379114313242
343228,-0.020114755963140718,3.0785224006060883,1.801492100946644,-65.80709224092925,-0.7698537602728992
343686,-0.0648963338793338,4.613323451830505,2.3661934597288163,-61.20107049267904,-0.7266616286324803
343982,0.2502764147163914,5.679789681904618,2.409981901240722,-72.75377043797113,-1.0100361424968085
345589,0.1786050977646345,3.7233431565278785,1.7760579293431187,-54.75001235668071,-0.6332360387447769
346306,0.005421162240154542,3.1897568680452855,1.9651224596509647,-54.70817538544395,-0.6672329396540628
346508,0.026222617830656603,3.206616251499257,1.7971063157039895,-54.99290705963813,-0.5976951341945509
347327,0.10795883126599759,4.5205805332915645,2.074873683624291,-49.37172934544691,-0.5353794026511038
347600,0.13718019627072398,5.223124234687628,2.346273473958735,-54.712173988033896,-0.6743751820060844
347767,-0.12633759679152323,3.3323118390925894,2.0420360286386954,-66.83746113310713,-0.7756408902852474
349223,-0.10364667410234762,2.5499792129414116,1.9904050810235614,-62.284732902818746,-0.8234539153273976
351550,-0.007763690451044525,1.9469996092682857,1.303480521720309,-62.282238590535485,-0.809238854813279
351676,0.030956567156708692,3.9739515101995333,1.801005418804528,-60.25522229562387,-0.6439357426939014
353638,-0.12879248594133919,2.968287162445867,1.8908170423435178,-66.09094709067017,-0.7991173553420592
354138,-0.04635885439190002,3.6490371897112626,1.9172587391826692,-62.22945043160007,-0.7381441144631942
354383,0.0052169326918638514,3.8244999011613086,1.9369298748110741,-61.59742236839588,-0.7169200261387267
354743,-0.06391277428496389,1.9997483133738188,1.3585151338026922,-64.03207104958051,-0.7879971571451749
355044,-0.04874551826271989,2.9474140041476646,1.5729846476709084,-54.62402408638127,-0.6172020262677145
360293,0.0244296459691985,1.8727395724457692,1.2406340190584861,-51.55059975488143,-0.5334001586790968
361518,0.22050228955326645,3.5273886781787245,2.249239057651674,-59.38381611538546,-0.7165595671514327
361677,-0.024034475274254508,2.373223583304646,1.520283378081134,-64.07738711122067,-0.7419100362833166
362129,-0.16368051826797458,3.4808778845914574,2.290168271412501,-60.43703579602038,-0.7377268119207523
364846,0.0018044563289676407,3.2272398508377775,1.862602227160874,-50.92105352774274,-0.625186364575284
367478,0.10998530305873255,3.9438100686586726,1.816206759020629,-53.56435135188258,-0.604712772924092
372820,-0.009831825069960942,3.4586292203375386,1.9199910225089671,-58.51842249908725,-0.6700416764490482
374776,-0.042972785191302876,2.3408568113401893,1.5504231629539584,-65.83001091925723,-0.8724614003187074
374962,-0.15164641874615703,3.9098758892870142,2.0023236773843687,-77.62132874946519,-0.8840535063082884
375152,-0.018999987112396033,3.5585645734187006,2.1273215873925717,-61.5082691979984,-0.7849673907472137
375748,0.2774466952214547,4.070243195520881,1.8371577697952715,-55.178248985592575,-0.6217890048097732
379606,0.03755648853017379,2.402816670788308,1.5008700655025908,-64.42350569082481,-0.7685945721073213
379667,0.07645707535410828,3.412877152094317,2.3978818308819956,-51.686989754875924,-0.7017169116194379
380640,0.011176817944820616,3.123306431798591,1.6071807679369972,-59.022759402631834,-0.7194430988558427
383359,0.15709458922648145,3.6499069324750275,2.0118063303957077,-53.74630351415891,-0.7036217082970899
385410,-0.01695905184240276,2.7517456243343066,1.880487171243819,-61.104116472528176,-0.7622624978547141
386502,-0.27643901068970655,2.69721953124911,2.107189223852364,-78.23093502660066,-0.9524997563786304
386915,0.35146958596891453,4.928662699658778,2.216033587556277,-55.693628168116106,-0.651268495186057
390019,-0.27466124235013023,3.0004950734507436,2.3958402916186645,-75.49605146202538,-0.9314083365804824
390402,-0.13513229120378356,3.739698096260009,2.40615444634706,-82.93611837195647,-1.0063532815572107
392033,0.04109368820617654,2.761260634573537,1.9925462630422435,-50.00664289518329,-0.5844676013720265
392373,0.10901635785043151,3.3920138548163967,1.983415096285375,-58.02492545101529,-0.7966909963073996
393002,-0.11016862049161391,2.773292542799141,2.137440480970781,-54.34662080009832,-0.6289739671917092
394957,-0.15356741317398814,3.944901132377976,2.066483178386059,-68.62332105582993,-0.7838647345305869
396325,0.031214262325640174,3.2494221597757456,1.879886120120761,-50.62888973275062,-0.5946379645214361
397291,-0.0881986659672227,2.360507485202917,1.7015126950421504,-54.55340588427907,-0.6060216437280568
397796,0.019668876448112327,4.045910939080262,2.2754601112866384,-53.23593749647853,-0.5637251390179783
398208,-0.10440747686482577,3.222185493150378,1.6929005752402975,-62.542086045537644,-0.7123985037018863
398346,-0.01882559576881504,1.820001693247495,1.2337943778648177,-62.488706571971534,-0.6793292057352036
398494,0.01198598554262853,4.962910416299035,2.278700913204948,-67.86962368399088,-0.9307983084735656
398754,-0.005541399793497881,3.0630086038254865,2.0153935218724146,-53.52045991250475,-0.6092890398811006
