,zec50_1000,ecs,tcr,deltaco2conc50_1000,f50_1000
399766,-0.1341096706766698,2.6102814451370326,1.5485945371588272,-73.34289374206497,-0.8802182662387872
399830,-0.01826369397319838,2.3966702414600265,1.6805594021172723,-53.517984793001176,-0.6538018092878279
400033,-0.04370902934928855,2.372955129956178,1.499913920532452,-55.483083691810975,-0.6360920392571257
401805,0.4039848711613716,4.523264535819635,2.180005345832449,-55.267587979673465,-0.6973709722130055
401872,0.22609772606208778,3.852499670349056,1.7005263993081483,-62.40948467360033,-0.7297020453535503
402746,-0.06986502616834311,2.9945988804558867,1.8601573945914673,-66.15329412980293,-0.8196202459808193
404849,0.26673216270798017,5.33490486505435,2.4685600569893973,-87.05556348566427,-1.141063663434354
408607,-0.04983927211632544,3.807164129463839,2.1330261035250118,-61.041067745821465,-0.7498120349363493
409903,-0.05595234432327145,3.122447224340413,1.9005714726596066,-62.05809253989162,-0.750599292029948
412191,0.18586322590858861,4.3448566128212125,1.948285055057833,-61.48038032316941,-0.7906010471806044
413374,0.05398012410539055,5.162778881735907,2.2426405405406133,-67.63384982554851,-0.8503235348276021
414874,-0.0786656652382165,2.578086361328566,1.5479117248213425,-56.09621047906512,-0.7548328490997953
416441,-0.13725400763409135,2.8003494519681524,2.121175512414239,-53.43074207956863,-0.6429212743589523
420576,-0.011397652109702339,2.6300765770391017,1.7355724872921976,-51.509502053209644,-0.6251504041973144
420680,-0.11562887435267832,2.7904600120574186,1.90990582551017,-62.171294483626184,-0.6805700857202712
424663,-0.036516414914706585,2.576302901523306,1.7365840220583166,-64.64590238176118,-0.7728338095377247
425495,-0.06835337111541961,2.717818887193324,1.7487799689889572,-59.90128097170896,-0.7549448882830605
426274,-0.017221135150362388,2.899333485374457,1.8885111704326012,-57.59123084956582,-0.7080568803288654
426398,-0.14558168456378873,2.2810775260381955,1.8646325407414273,-49.82584594041077,-0.5477244892466402
427711,-0.07874642480680505,2.9517989479046225,1.8527444298635962,-50.79803643619789,-0.5604217686910649
428029,-0.06562893133577496,2.829044776876966,1.757528578476911,-55.67014609212629,-0.6422708397604753
428229,0.14058778402480376,3.038786430185511,1.6227816596714282,-60.69032346616524,-0.7506607218021628
430659,-0.21957915097018055,3.126702733792433,2.049696268581383,-74.19481207717615,-0.8965476725461774
432613,0.07476451862628464,3.5005424053889223,2.1812336720847187,-63.163362359096425,-0.7792918626968777
434948,-0.10237276360605341,4.199304389380166,2.4879000869989345,-59.637488094832065,-0.7053809134934133
435481,-0.05333959564428592,2.627977405491402,1.4454923445924324,-57.189918607022264,-0.6491809209112955
436586,0.416989363186002,6.390020034072222,2.108419658389591,-56.08037416670277,-0.6632023073402022
438340,0.026810767672929448,3.6781654386650473,2.3582274278440654,-77.06994109084599,-0.9258139081389367
438493,0.21222020764199234,3.9251278572517374,2.1554527426451497,-61.725902323269,-0.7072158956472507
441181,-0.06074850959308953,2.725362204920664,1.6903320266811013,-59.635702171483615,-0.7305153988313537
442758,0.0032305957628528947,4.167568974939822,2.1351389636987013,-52.03616884289727,-0.6457677531877581
444271,0.03663815080284194,4.055371576133535,1.9729721311135693,-50.731644008546596,-0.6023357885158371
445686,0.11924609368302863,2.6061878117121013,1.5173433422329792,-71.63864878357992,-0.8392908462422572
445739,0.37597609921683706,4.4431009416098535,2.0601889266576894,-54.22707811774865,-0.6240795359538676
445742,0.06000067106524254,2.9831293065945554,2.0986527987655585,-52.72542657424947,-0.6404860453312788
450045,0.14373882572505248,4.071723465318204,2.038587261317583,-58.55990547073293,-0.6773722732125198
450527,0.25847017809876194,4.9178174881488825,2.3319665513266754,-51.9874634171083,-0.5933804417495225
450842,0.21551578512431124,2.520030659017405,1.6305866255776957,-57.91955263709474,-0.6731256287796059
451679,0.09067702398673316,5.106673565464071,2.322783438424218,-64.1975755498496,-0.7186395230544487
453063,0.16048669258200254,4.978731113343277,2.2481748850571948,-65.78019431460075,-0.7813181100149666
456266,-0.0857291138643479,3.357772320175191,2.0843748691265223,-64.46828633564814,-0.6733955694406646
458117,-0.04238429167310942,3.2235293047819376,1.7852342624487203,-55.276167265590516,-0.6603950454516849
458244,-0.15175335879992224,2.881050355077311,2.1635804248296884,-52.255627551561815,-0.6770575259392819
460696,0.2456798998070755,5.327479917390857,1.8931639234779518,-59.39974921101947,-0.7184237174861612
461057,0.11856533047973805,4.053169509395317,1.9575763753903537,-53.618442014298125,-0.5877699761992994
463320,0.0016661115288418848,2.06435224932805,1.4509306900067336,-56.09690176261722,-0.689220417227459
468155,0.27974944412259717,4.540286934221501,1.9190085875978047,-54.365410779461854,-0.6865742231058007
468288,-0.0311787713492504,2.892899865996992,1.7411700456826136,-59.8400851916179,-0.7456837250463271
469827,0.10862091722848777,3.049401456871651,1.9434465189201684,-51.761131701261945,-0.6577650639611932
470293,-0.06721827271893066,1.8449445090343017,1.2700178130206752,-58.94752170106915,-0.6241785856402475
474932,-0.16318971555743533,2.3962020441660683,1.741909558176991,-66.59623613033642,-0.7544048855121193
475080,0.24217906524921995,4.987684610246054,2.169897751048562,-50.630241284150316,-0.5200717536475796
475352,0.023545958548841117,3.939466203182728,2.0692693840201497,-64.81467668622588,-0.7465023429349711
476023,0.29466815745816,3.95362781708367,1.9727336103437916,-55.21043977055626,-0.6083744666926103
478320,0.04602377682939651,3.7606350045480346,2.195341535731117,-58.340251833047205,-0.686225420815131
480065,0.0321930300701454,2.306623669969882,1.5112375371315596,-60.92036464830903,-0.7585480681714323
481263,0.004389867825732807,2.4652207376863164,1.6114510563127646,-51.00880384920612,-0.6451999447941561
482898,-0.07980191500516676,2.2972747155070157,1.609289178803668,-61.67290650062853,-0.7333830044388994
483419,-0.04667814417444727,2.3618430925173666,1.5511630564483125,-59.27230080139066,-0.7836517207078191
484259,-0.22313758544843298,2.469941016617405,1.887802512551627,-62.6921476703896,-0.7638183421532103
484792,-0.1834907872058016,2.9858918265704735,2.04797085243603,-64.0092814552047,-0.731713562974154
485820,0.07641120105433297,2.614596234673496,1.762743822916785,-54.20132992926216,-0.7040775400760313
486172,-0.16360602707182315,2.2172803754780093,1.7103874281786395,-59.962732578199734,-0.7009101316973161
486710,0.42367330208238685,3.848390039961403,2.0726396884578193,-57.84602396698176,-0.6948420724394118
487034,-0.17129463833449687,3.1768062893517213,2.392229203174072,-58.394336248286436,-0.7427146396999653
488455,-0.08511288935914485,2.8254612609254894,1.8081387105089852,-57.2266354649052,-0.7240545610050941
489132,-0.12084328438534508,3.310456971383479,1.890471746055044,-66.44558560368625,-0.8102583187309564
489748,-0.12983185329507263,3.758837133070442,2.521101806004895,-69.518363791561,-0.8441454872878005
490313,-0.07940008787039154,2.6719966435255076,1.74047413526007,-62.63803917600467,-0.7813385183329529
492223,-0.10886584591405435,4.294845006619049,2.4240005594680434,-65.68050192206817,-0.7649158273660945
493565,0.11078319512756529,5.7610794216961,2.4354335515219407,-66.37840750168891,-0.7810570834586592
493861,-0.1136001319228288,3.3174710461510086,1.818902508336368,-68.59991332580205,-0.8125194616604596
494457,0.046372823727366175,2.3397910229797,1.533829560815133,-56.686634645228196,-0.649045028729641
500176,0.05916679639026401,3.3969102802547226,1.848173888736242,-58.58133937733987,-0.7074932344485174
500720,0.2976748080626379,3.9728305257711605,1.8574615806529264,-69.06930878653179,-0.827431195154519
501502,-0.036070434859693634,3.0765902356493995,2.281451396217513,-74.49306950827201,-0.8810010228872982
501683,-0.034397445576316965,1.949539795241804,1.277125288204559,-67.50033002082023,-0.8750138192876356
502417,-0.3220543937324025,2.5579718932089395,2.1948010104133084,-66.94466799890017,-0.7518822749269654
504803,0.08436767770341591,2.0574161510859548,1.2848926253468849,-54.4607648565443,-0.6574233728967322
508336,-0.05708140865936451,2.876765446037864,1.919785724003505,-54.31875144817252,-0.6762585062404907
509581,0.024598992255703278,2.161114189644276,1.5245302606794713,-58.95227364099247,-0.7005618738189545
509909,-0.10991752245091257,3.557446198835647,2.601499478833242,-68.93729598785501,-0.7977822923005751
510285,0.0630860910748785,4.311348196241845,2.5784387776820292,-63.306157961257384,-0.8641316134664976
512257,-0.014389215794623267,3.106247610411904,2.0464621079188636,-54.695634213411154,-0.6302107869099953
513032,-0.0008063750843658735,3.6193546181165095,2.06597387903085,-55.48407242429482,-0.6839431216277667
515424,-0.23194779088356432,2.4352161130941674,2.117960288045887,-51.154974685672414,-0.5556505235506051
518374,-0.00363880568905417,2.8126267349196414,1.6457313066208785,-53.59901015570449,-0.6678469581682287
519274,0.014311088559813223,2.711820244547576,1.8514837741554764,-51.31388813347206,-0.6376628000620306
522401,-0.23730358436911847,3.080627215685071,2.1473392554267017,-64.52366015021698,-0.8384333361828822
530101,-0.20780350338383013,3.0986751059024678,2.0138355353496102,-68.78540010541786,-0.8411531122529627
530827,-0.1318508138657073,2.5520080683921043,1.8694758462036827,-55.77085535978574,-0.690765147651589
531114,0.13487680870400243,3.128548193116503,2.145767679955082,-66.75342775083891,-0.843244256614005
535327,-0.1260886856412342,2.673892929074679,1.7241194023902544,-70.08565402541251,-0.8454340016379724
535876,-0.08323988576805452,3.3284753107266303,2.3063051317799794,-58.48802947118759,-0.6186680802789573
535936,-0.11084507426302137,4.3012627612152805,2.2313714258995803,-69.27227569358769,-0.8444669795736934
536440,-0.021777571653102568,2.939473110194622,1.6716932499044175,-52.48516516559596,-0.5936099564401989
539577,-0.07185410372278955,3.373492622033347,2.1252472441763666,-61.89254480954594,-0.7220683251196602
545776,-0.17027205400072076,2.677611114723819,1.7840920939657334,-67.02735451993794,-0.8305090451009725
546855,-0.08536898805985516,2.3560479803719327,1.4767560259414056,-61.64381504551841,-0.7015922742234193
550180,0.037602834339219626,2.6918347416639716,1.82987067283796,-58.03175563426589,-0.5883384583980287
550697,0.008467795037301773,3.342463136730873,2.210336005105185,-61.04583440441468,-0.7174300732330279
552571,-0.08547047214011094,3.188521269158638,1.9173776441225625,-57.34205647528103,-0.6414577276276945
553073,-0.03638807266412991,2.1615904760276092,1.572486838814957,-57.41954450830235,-0.6732438742239184
554167,-0.03389658994166278,2.7859310817283065,1.7878398459842293,-55.080838110509035,-0.5694535982204125
555782,0.11417426816900367,3.571093458466103,2.4823415632560066,-76.95379677446431,-1.0922104852153849
556468,-0.052189528217915004,2.8023932416361546,1.8905982792040694,-61.070138936155274,-0.7786328081699518
562083,0.14631022893474643,4.36055423593517,2.0145948467753083,-67.57042572606463,-0.8187231784768412
562172,-0.04783805199138458,2.2037385954315853,1.4356537211234932,-66.21321815902365,-0.824948103589092
564616,0.1273657554670471,2.3902029480580067,1.3493968835813408,-53.688978330282794,-0.5991073609315802
565148,0.03990797434384197,2.714489856664585,1.6650655176021916,-49.39239316992223,-0.5799960634850092
566655,-0.16259610777524358,3.084375149697841,2.04637813369157,-70.22782218640862,-0.8781156545419999
566798,-0.010462553902150562,2.353821316040499,1.5550124932702205,-51.99984638089211,-0.6560306722928675
566977,0.1158280962503837,3.6523849098035734,2.2541324897551545,-60.90779989511714,-0.7779475860097005
572461,0.05934092623894882,2.982227893939288,1.6173315908555403,-55.31064980623353,-0.6241927101017404
572598,-0.12489101972366101,3.6230737353738176,2.0999044281615333,-67.26785206611169,-0.7626374372795852
572685,0.004588939402191183,3.409677205188526,1.8122601737770647,-60.68130819117846,-0.6913576355760731
573129,0.16209934026239692,4.20572856709463,1.900488983763219,-52.32960698697326,-0.5946996711517398
573601,0.12769069966586266,2.725290505152624,1.8360456592208383,-54.552548382809846,-0.6755724843235238
575039,-0.06127891488307613,2.700729898188584,1.7743560689566162,-49.62895711990842,-0.5231700943420239
575633,0.37524182485189583,3.567363015079833,1.8833846490246806,-53.902831348027235,-0.5912234299599501
581780,-0.14389598155497252,3.6877348095214657,2.3957883238201076,-62.623065377835815,-0.7449122556398722
583273,-0.2755697147272369,3.329411384789518,2.30721889186027,-71.30628443891544,-0.9386814295729708
584197,0.4338368936057284,5.055070405303174,2.3952811637905262,-57.031650811541,-0.6592115469938356
585855,0.07154254368577995,2.766122883766084,2.0223064799644703,-52.96279744455995,-0.6918689968197249
587371,-0.02252964729710394,3.042863451228744,1.8618464478748524,-58.76045455463179,-0.6894751297353645
587888,-0.1775889516539091,2.7417448462464478,1.9436431343042677,-66.95872513655706,-0.7901762251433757
588255,0.08070220427214769,3.30589812126824,1.8328460423729915,-47.84550835110417,-0.5569144108218325
594908,-0.018293131936012674,2.271054188230001,1.3490199674495198,-57.82689789462063,-0.7015213220239738
595693,-0.12799615466051928,3.4154618374337065,2.100656877278902,-67.89307663030615,-0.758464166755993
595846,-0.02588725331407482,2.295665173852245,1.7696662345792202,-59.54750615817011,-0.6895941002972075
604277,0.06431748354192912,2.9829727340380163,1.7935193768546576,-63.729552285382056,-0.8109174911687913
604360,0.05277091275584467,3.960517862885409,2.0138915790174727,-62.50425299325343,-0.7422648184958418
608607,-0.06758358329590841,2.2625378489864287,1.5102243040547672,-60.48441145143141,-0.6655328125172111
609666,0.10931689148294899,2.8911732745637506,1.842900948571435,-61.608891546152165,-0.6887730953866971
610491,-0.0768677756712628,3.0649531106513375,2.0228915860883414,-52.9057711189821,-0.5304907201637064
612854,-0.02836749712492459,3.0409786963824925,1.8556261828967364,-52.86539532164642,-0.5913284490489539
613653,0.008324365796697819,3.7793774388247012,2.025807372574625,-65.69840280748895,-0.8187242964638832
614432,0.14075158249624709,3.6900056535096866,2.1499146183890945,-57.45659024629208,-0.6682291615116176
614769,-0.021048679849907215,3.118151270374731,1.9929718495118556,-51.9426267893291,-0.6496674745732465
615598,-0.1976173295776107,3.7813397826532715,2.529701865276438,-68.940243610072,-0.8699473299895817
617690,0.027787571301501446,2.5918415043022414,1.76350603132566,-56.083905788205016,-0.7087518308290606
617821,0.1102883723555359,5.586179478032103,2.145140867838439,-56.30953791960451,-0.7146079765956683
618747,0.11574217886650162,2.792635703940438,1.7754848529302563,-61.61232033434976,-0.8023839621889617
620525,0.03505639527278537,2.388874523159334,1.495033756824756,-61.40123446123221,-0.7150606214101463
623069,0.015174776451101435,2.282753926965828,1.8243627320000273,-64.13105811732646,-0.7010351399119479
623454,0.09719943600610526,3.435274924284996,1.6314618911329704,-53.31907610059244,-0.6080300509748757
624029,0.09272019532152886,4.12779243982851,1.9133989868078145,-50.46951899288433,-0.5439844229125779
625621,-0.058325947795254685,2.795375650134466,1.6802944229079733,-57.20900160919717,-0.6297054896032721
626575,-0.028683147360844208,2.7680069026685947,1.6259927073338123,-54.17050618751341,-0.6721592181306661
626705,0.20668750578041584,2.940759143566121,1.8524465061204107,-63.99707120463199,-0.7904206793731374
626864,0.28161735395439136,3.7757741248814485,1.9363809205372287,-58.76631314825113,-0.6733423865230308
629200,0.16175201187926502,4.329501030531556,2.0947494219323555,-53.66704298973485,-0.6319372041274605
630136,-0.027217182242393,2.939607366060102,1.7153065867997555,-56.56701017936177,-0.6605642063096471
633617,-0.028147104599962836,2.5364878517916534,1.4910686315384418,-53.81815264273172,-0.6139478222529413
634371,0.04739009374957126,3.5629190876666814,2.190761976478641,-62.00364494094106,-0.818378867199586
635380,-0.1087193659389527,3.6942111996479534,2.4442567278347274,-70.54495436045772,-0.8373975199824786
635836,-0.04381211378554206,2.1472810940449643,1.489186684335476,-61.54982328987239,-0.6964847679724584
636788,0.0657979668455102,2.844856601760931,1.5724196508194528,-75.92029038861028,-0.8342653836843517
636894,-0.028390210179460196,3.6091475743475083,2.093349645845539,-67.8514811667863,-0.7891104238293938
637522,0.015368559021635253,2.1569741163033074,1.5189221324284037,-56.431913294394064,-0.7170583589643962
639533,0.02588988397648695,2.751102581299559,1.4464422456423582,-62.84615155639824,-0.780327682405634
644474,-0.029581431427546212,2.2644199412049733,1.3468244722374665,-60.435205347616545,-0.6542038912505368
645572,0.21828206791360905,3.8142634647363085,1.9270796510150647,-56.55808999942053,-0.7176653259056853
645923,0.14422132963082324,3.0432863797464655,1.6675599201546614,-54.679523678453336,-0.5950720089985073
647303,-0.10460131389111749,2.9617794409766622,1.8339828803001226,-59.92454994970319,-0.7307074735072461
648266,-0.02068364493731445,5.391960005378968,2.128756210778501,-54.10722771691485,-0.6475100632931738
649766,0.012077253726368475,3.722384978262875,2.270266640772806,-56.4780248449315,-0.7167900346965448
650175,0.045683068035147434,3.8686103504269145,2.0082626385271305,-62.4613271871865,-0.7908797881761802
650192,-0.031999209772748394,2.6067252301530512,1.610551943313778,-52.92091633611335,-0.6603436037594923
651281,-0.08478948644297257,2.22969059032566,1.597345384993293,-56.64027373471765,-0.6157973796646399
651825,-0.06533736233400322,4.378574471107878,2.7486181920516,-61.836667124854785,-0.7698624580048175
655441,-0.07411622225162251,2.7352816511111007,1.7274888462256544,-61.896824453731654,-0.6906703603261062
657313,-0.012687064745110721,4.4784622691452345,2.5670159903447733,-68.02984898917259,-0.8362906298811272
663324,-0.06348576796799965,2.2380201881415402,1.5800903125695784,-51.698110472317296,-0.5824732554556467
664432,0.04950999117825905,3.094558471963873,1.6322541113124975,-57.14243715890365,-0.6346696955460303
665844,0.17758366793473357,3.4091853325697947,1.8879004625021676,-56.21777858497222,-0.5887806500736241
666178,0.41120943983363634,3.953166597872543,2.236532444695485,-59.55043959342163,-0.6482268914358262
667022,0.20360291075875847,3.9600416233594355,2.485805746469636,-61.26309434800527,-0.6787489030060989
671184,0.07067930152985236,3.8712385233374844,2.160407555110433,-73.36328244556074,-0.8803406107992613
671313,-0.07186961946289139,2.6503530275419296,1.6809630637440147,-56.958383618952496,-0.6479581028021109
672602,0.1699925495963568,5.695036183903988,2.300212758965723,-66.02616255786438,-0.7846993919210825
675356,0.23519147465380374,3.7948480278929595,1.857756219289687,-53.22786670947232,-0.5942590152484382
675415,0.05927163039707306,2.7622507616265772,1.828024711575331,-56.30187138339613,-0.6815056949563947
676000,0.3363757310606923,5.408515299672158,2.002897619022821,-54.78897244470784,-0.6375152428156277
676552,-0.16884129676760629,3.302701531040949,2.188697502408973,-76.8647578600569,-0.8884811350888251
678613,0.06199452072786982,3.5319828319979756,1.799307478680733,-73.59523285672128,-0.7931477079347466
682403,0.03273077870800889,2.609673661627117,1.649783412444184,-54.46409243522862,-0.7015001918752217
683257,-0.02097266142245613,2.5910668356486863,1.65847360121319,-58.07821194072869,-0.6678363642596463
687889,0.0571712230860868,3.2341548595606913,1.9868703191859582,-60.27923353572464,-0.7603560843859887
689501,0.11011980105632446,2.454591176319881,1.8899491466520006,-55.917381343285115,-0.6089076746711175
691192,0.11794423657909392,3.4431921641185967,1.8730728716656588,-63.32596296748466,-0.7101035213705162
692169,0.12594452969683512,3.5292276310097224,1.8674150165312142,-54.50545328305179,-0.6402560404873179
692216,-0.027477495403225305,3.235576625030713,1.5366997428801865,-61.74647498674426,-0.7398998138836173
692830,-0.07472221228644083,2.387274478959505,1.7552236488492934,-60.19064875054471,-0.760270494151631
692871,0.009991693599993301,3.1798134554722464,1.7630022205056106,-59.61042356898247,-0.7145753673417432
695187,-0.11768133143422044,3.196809451074121,2.024459836414641,-65.13781781538012,-0.8265665487444793
695947,-0.03219011949462658,4.393348340391338,2.03251970932333,-57.67883088140184,-0.7307915536608536
698370,0.18776928187358544,2.8630290387809727,1.5616494880649159,-56.9729184598317,-0.6329684198528196
702229,-0.03227364836141722,3.5966559508417433,2.057799107154954,-64.16899804332724,-0.7755940804945127
702372,-0.024962413960620156,3.521863360398412,1.8387550352065534,-59.51897274318122,-0.6184586902189309
702886,-0.0763396729409882,3.1393253007896016,2.1225284100364328,-55.66634899643668,-0.6894504274240263
709368,-0.016283700913405363,2.726491939205864,1.8055665360238746,-57.454151738350106,-0.7161141773877286
711679,0.29509296080815384,4.845081401569542,2.892894388956856,-74.60987432177353,-0.9346504120265009
715173,-0.28897660230491296,2.927082375988385,2.346966155007604,-78.41624475848624,-0.9066761778700929
715266,-0.0022049167931392777,3.0263108539961543,1.6569663800421175,-53.59429432479976,-0.6375409099911629
716253,0.052867198046063546,3.436488818857811,2.190788450578091,-67.84884726168542,-0.8777124916324275
717726,0.23212755206543711,5.460716847668389,2.2689062746450332,-59.432910141875254,-0.74786163998081
717950,0.3523364680626204,5.378056581590905,2.557216410128336,-71.2740714172192,-0.8616612400842989
717987,-0.1466457611927965,2.784654107167521,1.7443905989507302,-63.81083767027394,-0.7443628324535436
721124,-0.16535307039162772,2.0525315789141736,1.5042342694670887,-66.47134115320375,-0.7750525522470131
721469,0.22299574316658122,5.383176555610817,2.041166053963309,-80.97129666459495,-1.044049937469488
722260,0.02252897376231111,4.158768288937252,2.5322733089910687,-64.86385242911513,-0.7230683780542528
726347,0.4090067953679519,4.961329185661196,1.9613581209712252,-57.0594460260337,-0.6971909689631457
726566,-0.19777203709883895,3.4432270795137336,2.290585666054948,-67.20549360249845,-0.8157239636014841
727873,-0.005619254149255681,3.0403785372718586,1.7461092303782153,-58.19630417964299,-0.5891001627996486
729823,-0.04074141077241289,2.948670937868445,1.8901673401831727,-56.6675029793488,-0.6955199633352094
730418,0.06433235454474073,3.45182286260773,1.8164045799805144,-67.34000331488414,-0.800968836606371
730443,-0.0867446806566492,2.816747350809729,1.9906456628228235,-49.4981985462735,-0.6469786533187327
731833,0.030760769155646184,3.830560491572756,1.9951535618802758,-62.79717765201889,-0.7970104433158296
733193,0.03996655689484818,2.9710448637545315,1.7449569903713753,-56.038841694242365,-0.667897544739326
734321,0.3778850844272732,4.774120640130011,2.2256989334453365,-55.08649360651816,-0.6785371407214922
734819,-0.030549798965457065,2.9681056431542205,1.660043616171217,-55.68371871319164,-0.6777029711177893
734982,0.1294417050415042,4.010142955058761,2.1268453865962016,-51.718406004876215,-0.5818056168659855
740897,0.04772144884325291,3.523258196229188,2.2489680176109226,-50.136814033069186,-0.5690515506450073
743664,0.21055872615089966,3.260427845811365,1.8165000471406787,-58.215994001222384,-0.6923969158254892
743962,0.05456463437875536,2.504390259844504,1.541447947208025,-56.08607628353741,-0.7045263768114531
745652,0.20105299231609663,3.338088457832806,1.7595425263829685,-57.295002417232524,-0.6940646870481118
745775,-0.04249161960043635,2.5262519108773187,1.580745271907355,-54.136554867872746,-0.6163857016656871
746032,0.0032337379214613104,3.5561406077286035,1.864173069035432,-66.31631692572887,-0.7833374936018269
746658,0.1475432034726316,3.33061381658335,1.9176459136059165,-48.73883928539021,-0.4975301494921389
747497,0.044825444056710184,3.4714267192927806,1.8312723602344927,-56.712288081081056,-0.6606212415028052
752133,-0.014419665142064941,3.4284680931962477,2.1188952369280236,-58.185498334526244,-0.646545395672566
752163,-0.12658129454902678,2.682292701815076,1.6750047639875043,-69.70629650294745,-0.8449154867876345
752475,0.06110128012890903,2.69305271931863,1.705824210451533,-66.95278375277906,-0.8319705157521229
753690,0.039157228594354665,2.2504875219380724,1.4826730390372853,-57.44985866072079,-0.7235983218710498
754157,0.08049178305534355,3.341022954769906,1.8528278176055977,-55.32336817440819,-0.6042170447470858
754492,-0.02405927460128865,2.32634317784693,1.6041039212526815,-63.91675629429574,-0.8649611964566164
756327,0.10779408041208516,2.1324673520787987,1.4041881942417493,-55.102040568566736,-0.5973692441967833
758159,0.34201406345882335,5.761960440673966,2.0724812058000763,-62.621116074067004,-0.7483711851597481
759477,0.0019950576071452453,2.5535854075932294,1.4030875998523145,-49.430058999732296,-0.5428583002174032
759881,0.07124067995784555,2.6467459259639083,1.695262165639081,-53.40786151323641,-0.6542575135693074
760885,-0.10390397252848671,2.4155012850672377,1.5987966751459828,-67.26116775455046,-0.8040266878055107
761392,0.28527953343970425,5.329814931427522,1.994829086547723,-59.64799196145691,-0.6916727894600627
763172,-0.08170227392884155,2.697644582199893,1.6418052893419754,-57.66020854792043,-0.7087311745354978
765754,0.16015893307914553,3.7974411349859927,2.087104746085922,-51.225042553347635,-0.5753962577171317
767011,0.16752608549394132,2.655051289416761,1.42467852911876,-52.76799783701358,-0.6430429174558072
767920,0.3360902280062694,3.5287217854193633,1.9289415921879272,-53.64224601765687,-0.6832635207050073
768063,-0.11771664282319816,2.5898180896662195,1.636433619103968,-72.55415635014162,-0.8600786217817062
770951,0.37993886707933866,5.245647728798561,2.116775982151742,-55.292343796833734,-0.6056283825052091
772029,-0.17345161198376768,2.460140525239615,1.9418489555217957,-56.97463591417579,-0.6741063203233355
774525,0.007994074487861713,3.1328089580807563,2.1535332439900103,-53.259877822677936,-0.6427855053284519
776841,0.06935488935365242,3.3435011341079797,1.8449183156505926,-66.76948201240549,-0.8705496520818095
779264,0.08033213565048691,3.8799527978504305,2.208694197483926,-71.83645259496171,-0.8399315406706758
779483,0.1770347437634432,3.5079906579392897,1.8196789896490224,-54.292099461536395,-0.6553421486075983
779660,-0.09557474302761837,3.053401013961702,1.7583178273646283,-63.293205844559225,-0.7170346031145689
784384,-0.046434602887750476,3.507741341723421,2.1066784260956037,-54.13964261630434,-0.5963040799150123
785823,0.10111434416834086,6.183524097955704,2.3562007317086393,-58.95626525816897,-0.7585141967568383
788525,0.13657412070503416,4.016339721608923,1.8793820310613851,-53.88117620869866,-0.6113472240004056
790720,-0.1543890429401249,3.5402801312821754,2.1330808237063157,-72.74276730917012,-0.9829783073011256
791776,-0.028239693229606955,2.2238115220111934,1.5734269859177898,-58.86690574037402,-0.8154031569425633
792576,0.009219520202708997,2.6409044009000793,1.6808654500718279,-56.29451042769767,-0.6659926905874238
793803,0.09231574626744954,3.2667290059805794,1.5922041136734428,-63.62029232611462,-0.7085669147665903
794547,-0.021370225397877363,2.273254814151296,1.4397208819298062,-60.431050327447,-0.7400047459667891
795523,-0.20125494500374086,2.1808565068853607,1.9029286506766674,-72.15946684181182,-0.8806501289657382
795576,-0.10978710762990951,2.618983638397278,1.6555525398388449,-56.98807520854393,-0.664856812656649
796807,-0.03224664044807124,1.9713614920037397,1.4080034127086765,-58.07765735043017,-0.8033498516080217
798504,-0.12841000724056384,4.859641065781842,2.6043296711167683,-64.5709238545395,-0.7818011989303288
798855,0.04249056604462531,4.748325859202217,2.422747772668151,-73.36816569237044,-0.9026001884157107
799884,0.06488293206445883,2.880440769443643,1.8700132633163082,-52.35975475483042,-0.6361554672636429
803117,-0.10284954781350875,2.563529359444596,1.6729715192416004,-65.96813454135292,-0.7171378186085007
804921,0.12375214418034663,3.2315160680088493,1.6818509593103035,-58.773601767482205,-0.6538984603674796
805851,-0.07227166084350167,2.7571919635138835,1.838577679941808,-53.51356923944627,-0.5704055795788241
808749,0.49430633159430726,5.223773088063864,2.3749910087393546,-52.18764068325777,-0.588977508383719
809718,0.10481224204233452,3.002342939758399,1.7511400958675991,-61.81636674674684,-0.6949427255746969
810199,-0.18686251098390572,2.790555891809441,2.015651381123101,-61.53926042994135,-0.7018892728076342
810506,0.06426358102039709,3.6598886648554254,1.9320455896238828,-55.417111633091,-0.6607519917582603
810643,0.030409160187452766,3.479519873185641,1.9236982090581065,-69.38966975816209,-0.856593452610551
812062,0.1837299487341022,3.47378535834623,1.7375690501655805,-63.37060060528506,-0.7790584305256294
813434,0.18310267578013528,4.917182011523915,2.266599461489637,-62.19163067430969,-0.7694076901706048
815231,0.0620945035339866,3.3586497304287386,2.143864541559516,-61.27760201897871,-0.7874711002416044
817037,0.06303881328353778,3.3217682328498794,1.6632948194022399,-61.800597602946254,-0.6919430004883997
817302,-0.025987549053665182,2.2159469186200003,1.3065776096685573,-52.958572982102226,-0.5943367428784909
822123,-0.2000392215244866,3.1032174436053266,2.303826228384627,-53.60412966096601,-0.6666445921618882
823061,0.0015017187017647426,3.402260042059077,1.6277942798106817,-56.94384141225595,-0.6819479050177804
825822,-0.03916134439040975,1.9757622321107697,1.3297695805944727,-56.236064697505356,-0.6137499679326717
826318,0.055594993644997315,2.4324920089529725,1.539657767557916,-54.764568731380734,-0.6894102175194621
826794,-0.05760520860156526,2.6931094261551625,1.7898279019030643,-87.46868991085404,-1.186900548852901
