,zec48_750,zec50_750,zec100_750,zec50_1000,zec100_1000,ecs,tcr
130935,-0.012615513472090889,-0.012660617665507079,-0.01445529392097189,-0.000567745749883608,0.010039278589930811,2.6785084484478916,1.7603132715357905
132500,0.008869588681670537,0.009750006748359352,0.023234451108194554,0.02507384864191531,0.05644274408232719,2.736588778274956,1.6985148234613328
134912,-0.008039924720906422,-0.0092751836925542,-0.058888088504524205,-0.0035474781297499813,-0.057720015583691886,2.850084244411657,1.9539622260487475
137062,0.10872432641329799,0.11228663769384695,0.17249335350431916,0.15124085297911494,0.23508948849114564,4.509578388850721,2.016561238626312
137669,-0.09171280469991894,-0.09545379051924852,-0.17808645076330598,-0.11423763056354952,-0.21092283287456048,2.6970143638823583,2.0474946099024254
138077,0.1097743841501384,0.11285391996595595,0.1574705614346621,0.16838700803941786,0.24145524398159712,3.0669306016694566,1.7794255490546613
138362,-0.004171288781857907,-0.0035945066328122444,0.0166222883699918,0.015575193170097812,0.05473619941037011,3.5379054536450165,2.016944813347067
138576,0.022280350607229993,0.02361613323569256,0.053541320775085,0.04844458185463374,0.10106248985807764,3.0909023905118373,1.787434153516781
139605,-0.00044785187291740414,0.0001070732154606624,0.004427687464663155,0.009259829459313584,0.02688251235914718,3.1664259331546156,1.9342601921384754
142753,0.0678604632865063,0.06839530322108045,0.051257062275839704,0.10498357020206472,0.09663528283256517,2.4871883295891615,1.623885223739344
145103,-0.062195016456685126,-0.06337008271861011,-0.08320610513881288,-0.07093938575678149,-0.08312527916023749,2.8232060772130647,1.799048943693574
145950,-0.0425228836554552,-0.04504926873750503,-0.1142882243261718,-0.0473430049361252,-0.12160948900665192,3.216242007049621,2.1429223430158553
146182,-0.08934743828444214,-0.09151338726336333,-0.12517823007846718,-0.09326084979569371,-0.12727308813864324,3.783389886421105,2.484755126456907
146984,0.059332789192752866,0.06104687378995255,0.08116423400374861,0.09042314965291198,0.12934763639454228,2.597268361292607,1.5620428791326006
149102,-0.12936069409104345,-0.13304294916202752,-0.20855041438085098,-0.16398399749164771,-0.24930345820363597,2.8493456845957743,2.0452824089360435
149375,-0.03583180722178381,-0.03669297993355536,-0.05358514471355813,-0.03821830335700627,-0.05053261017704935,1.9153537217868108,1.3321141289657665
149439,-0.15899736316457513,-0.16350864852679625,-0.2533849811466147,-0.20422296747210744,-0.31772597003896985,3.325458323417262,2.3036423980764886
150098,-0.052522254666399704,-0.05375559409529318,-0.07986201664752168,-0.06374530471795659,-0.08918921067284247,2.5949270925304746,1.6203283064015122
152701,-0.09339647945229301,-0.09570103937483809,-0.13798705019884538,-0.11302898129581473,-0.15557360901749684,3.075238298058306,2.116762210501254
153961,-0.01612166927070069,-0.016308416767663036,-0.024704625504763156,-0.010552836958341416,-0.007724144947561129,2.6361888088759917,1.6888829569879018
155692,-0.008187884554614833,-0.008075700035728994,-0.009768109562183547,-0.0012393505620094114,0.008644124044384194,2.2251066944854254,1.5060026663046857
156618,-0.1164652869062004,-0.11920855266197838,-0.17191952391218224,-0.14605863916721273,-0.20062951475734025,3.470319143822854,2.276436286724584
157018,-0.06894343421841165,-0.07054310886017401,-0.10225750655782484,-0.08148214196487369,-0.11106979910626413,2.4606564558963813,1.7587502284187795
157582,0.19757139928330947,0.20454772212481176,0.3455384231855392,0.27646352204839575,0.47372445318510836,5.685652687210757,1.971102115139177
158111,0.015128669564665076,0.016311028651041504,0.03470691446319396,0.029518478858711727,0.0605800969511634,5.156668283677426,2.6458479804944646
159826,-0.11764102052941561,-0.12040619819847032,-0.17542155157625006,-0.14439733812714506,-0.1977416266723937,3.1962297789134917,2.1528688970502623
159902,-0.0991509747289252,-0.10172281495031643,-0.15405940001213692,-0.12357026529330217,-0.18051329714110498,2.6865445956213043,1.8459519265115492
160055,-0.0071572320452184535,-0.007063090843540509,-0.010146782706389912,0.0027052878751736564,0.013102906550552351,2.4547107138799635,1.5978657024632357
160896,0.09884972219124677,0.10294935677972727,0.18579502555570881,0.1465666380386248,0.26913850630940717,3.905754866797035,1.830604248438629
164142,-0.0981218558664152,-0.10154652886739202,-0.16686413715643234,-0.11330886615751923,-0.18767215508521295,2.6529119228723186,1.94822531825827
164558,-0.04174994908279617,-0.04229647569621742,-0.051155725695401166,-0.04652005141405158,-0.045704411166976655,2.8098166220434053,1.7231956955123948
169217,0.01744412727818756,0.017784269115944218,0.012237670954921898,0.03841037337466746,0.04727743044865429,3.824185892090113,2.454820211182909
169322,-0.047838897525942725,-0.0488682157603888,-0.06224203384351812,-0.048496136199349005,-0.053820730270608186,3.482980875377094,2.017287078803545
171910,-0.002249646352179946,-0.001690725524415404,0.021305458069330152,0.024172608190563327,0.06759375551034408,3.9313556021714415,2.2053403563222402
172987,-0.04631921692110219,-0.046901277885389,-0.05631648979171899,-0.04932892201163441,-0.04796781131350758,3.0281731218971215,1.8251943722524642
173619,-0.15804924140502785,-0.16299189912668388,-0.26398455187862535,-0.2034276527933998,-0.3283402340757995,2.548183336516948,1.9336747546295763
174237,-0.04496253828211483,-0.045695248457368276,-0.05233633209567157,-0.044396013448580796,-0.041837902174650665,3.1378695829552554,1.793826866002395
174415,-0.014053849807860175,-0.013914035135698888,-0.007477257812928517,-0.008660495893782816,0.008835357580678771,2.296425521307969,1.3531100697262026
177510,-0.026868997082501123,-0.027646571897130157,-0.04687429805218102,-0.032217593043558646,-0.05717046957102645,2.5105675102586336,1.5456674093842309
177612,0.023403698087067326,0.024795888856132375,0.051055277385625875,0.050085170332830664,0.09671816462627003,3.0031511845506134,1.8784786145803911
178647,0.07584048299154511,0.07945170619697883,0.16246336874773926,0.12194348829853108,0.24399858300728128,3.9058251107118416,1.742058349326804
180377,0.042385800371501414,0.04240595081123333,0.014071835110996966,0.06012716823560993,0.028221684042868844,2.806329483694273,1.751509413565746
184447,0.01088171111014391,0.010044172480833669,-0.023471959433135847,0.027407272195379084,-0.004355313272864869,2.414075746422475,1.6516696288034642
188376,0.07138398281891356,0.07428797529909814,0.1327231595476892,0.12032290042931959,0.21338986385932235,3.4695394711292664,1.9373634873201189
191392,0.01536160007201648,0.016601879180425994,0.04216972257037577,0.028530492744053948,0.07327814288427303,2.9659705815986137,1.5375932386984488
191497,0.04753636541298811,0.05084770546114825,0.13348730475111936,0.08805584780463516,0.21661457350337265,5.937518480178648,2.496915587259765
191804,-0.08118858137719176,-0.08494206001301952,-0.1641336253990151,-0.09523348216297123,-0.18277779676637684,3.8789097626442137,2.3948459597787695
194250,-0.08395790577183448,-0.08654938417077074,-0.1469876412544484,-0.10449280487447399,-0.170472299015743,3.0886436467753953,2.1113867738324505
195539,0.1448847512110356,0.14843837191680143,0.19380446969766707,0.22012298349584603,0.29599735716496434,3.2501242990268557,1.8604786510660456
197915,-0.02993502444352747,-0.029788213521433793,-0.022866058986006133,-0.030264620871507386,-0.010771411767948047,4.02837860483735,1.9974072208917084
198326,0.07283836521460674,0.07587966794168821,0.13467953614457562,0.12874720561226694,0.2216046247941028,3.805971550459634,2.229078964166839
198475,0.14586207470036516,0.1493179887398528,0.1848245084016913,0.20359691700607052,0.2628443895270085,3.9264192826306936,2.0630905854198662
198930,0.03429511521024087,0.03559202256210714,0.04844737845373559,0.05635956939574571,0.08574434178109169,3.7829150267728764,2.165816350382571
199728,0.010745645178219743,0.012013945359359068,0.0411839357504864,0.029450926368924657,0.08177379949072638,3.3203850702354827,1.8357751916406557
202348,0.028282334732589343,0.03047796788809931,0.08082576200505454,0.049331680652418664,0.12970866451861252,4.936134010890353,2.170518766107854
204179,0.14131742479337617,0.14732569244957916,0.27817281171289077,0.22051061367059832,0.41325703446076645,5.071071461783552,2.2079129682324714
204577,0.02928888327011281,0.029310695074351356,0.007849425814444588,0.044994776928017455,0.025270655070671832,3.843687997419241,2.276121131952053
208004,0.012920538378357271,0.01349602775893044,0.017402634114652482,0.03153407046081047,0.05181604100739534,2.5210316690642403,1.662797694368833
208778,-0.05771533893305558,-0.05956842041249244,-0.10557837350298627,-0.07079669429165314,-0.12465600088133799,2.4330742479414793,1.6788992823532256
209506,-0.050383898152499995,-0.05149810157819057,-0.07110249583550221,-0.054509500240562,-0.06926750392120251,2.358436775459185,1.5937928154281331
210981,-0.14518011445353696,-0.14912542449116728,-0.23093991719581775,-0.18837391851019936,-0.2853465291323698,2.5649342400399666,2.0451388251258336
211168,-0.07702762952381303,-0.07891257649221117,-0.11251841355047754,-0.09007375416384589,-0.12468067835011709,2.462419055532301,1.750259972996467
211592,0.06390656309924214,0.06632632171626263,0.10472610770375623,0.09160200660492612,0.14980387803660267,3.6837435770636313,1.8689855567537108
211658,0.06637577804060268,0.06694052132730377,0.03944183075832841,0.09850555937320227,0.0779362181369847,4.299616307095085,2.6834048004147615
212762,-0.030029132658126345,-0.030795385894734073,-0.045990147271079085,-0.0247057978749905,-0.02868530654563539,3.604351306678133,2.231375260962474
213767,0.035282657560296804,0.03626092159372418,0.04375511463397663,0.057254925077369956,0.07936174508638394,2.202055583681438,1.3404252749505856
213884,0.08205239731865488,0.08486056012261955,0.127594313098496,0.11982621925970771,0.1895404741576292,3.7963080213353573,1.9804620727079865
214810,-0.046253918721922194,-0.04688323887766721,-0.05599863405016037,-0.05265179790532715,-0.05332575479692414,3.0049173312089845,1.720283873544479
215491,-0.11937358394217013,-0.12262020148261366,-0.18455743764801547,-0.14629029785881942,-0.21948352288567619,2.313415549766394,1.9108500951790304
217420,-0.09198234958151352,-0.09599761225434755,-0.1833838920522719,-0.10482435038921589,-0.20733803739462986,2.7799703769869146,2.344253137012371
219381,0.005996908297739911,0.006733025341829291,0.021101871105963066,0.01788943615034455,0.047282822819429526,2.2523617873267927,1.3616144960447247
219427,-0.1351942347841284,-0.1383465588428312,-0.20071880820184518,-0.17300755102754461,-0.24142801936682767,3.393059050524295,2.2373726957162954
220832,-0.07079826964729397,-0.07262904839698348,-0.11309931553265462,-0.0860302772335726,-0.12702326880270154,2.075725545971895,1.605672503649738
222495,-0.09302064688212641,-0.09801521830861115,-0.20435351992906559,-0.10496022111819503,-0.23483710168187732,3.0472669645850896,2.3017908371689
223154,-0.050270647302301796,-0.05324142198502568,-0.14040043792820844,-0.0666764350028406,-0.1790564024652337,2.9855459453460114,2.1681694116781993
226825,0.034183617949789635,0.03604834896373732,0.07698234623005673,0.059274850382601274,0.12403628854737336,2.7904182753623585,1.466187391656852
230067,0.0709485504132783,0.07145627657940978,0.07483584720153424,0.10682561366984089,0.1260273049781664,4.52133571973966,1.8826655003934845
230709,0.09528056413846464,0.09935597010853159,0.1911979293355044,0.15362584179913963,0.28962173797573065,4.63810967722193,2.146445934090424
230849,-0.06277801364599633,-0.06389167090098424,-0.08104867766254231,-0.07250619789945212,-0.08106509812819995,5.3707733762515915,2.6080520442029993
231653,0.0010726619979780638,0.001931949566977731,0.024282590998247033,0.0140047869919806,0.05256531127387043,2.5682100837530246,1.4512379565755065
231691,-0.05928100856632379,-0.06077686517042746,-0.0875716490481917,-0.059489272352207134,-0.08639130904665193,3.1304934404848197,2.2311378260533394
236257,0.03533273675912185,0.03686590968814207,0.07675691997014589,0.065077998214778,0.13307379253472273,4.697540897879432,2.13867148613491
238853,0.04497799671831837,0.04670509744307938,0.06776728181407687,0.06842693276526024,0.10769127562719549,3.7017916573268663,2.0320358106866285
239019,-0.05422812775376862,-0.057164931919052364,-0.14549857185357773,-0.06326061797838545,-0.165399198565773,3.1855029621566695,2.3620707286450178
241760,0.03481568307743954,0.036836363829144236,0.07934956059931308,0.058897459981702704,0.12964670568323777,3.7449947850982195,1.8047138656925612
242201,0.02446296515917501,0.023679983235090463,-0.019461722744511523,0.04504600037299755,0.003839577457354748,2.7932403371911856,1.9052455231789207
242433,-0.08599173280897854,-0.08790069160768366,-0.12465844247301194,-0.10739257112240064,-0.14268383381680105,2.9686482567678745,1.7666741997169095
242714,0.016198836804539596,0.017002658470361975,0.024469085006941116,0.029903840680294502,0.050633319098060126,2.8713731324908442,1.6810997677416397
243800,-0.025364039970373398,-0.02584720510590577,-0.033981019543607216,-0.023188554545886975,-0.024725339986875206,2.1592168221904773,1.4379108182704345
244037,-0.0005701864746781027,-0.0006041580672651037,-0.012323135906227467,0.003981505396716711,-0.007360351557055944,2.749664523331984,1.6458403669262225
245184,-0.10311225988415251,-0.10756096499251133,-0.20767576758916317,-0.13631896215275008,-0.26330351701808796,2.2193059640282318,1.7089426896059876
245693,0.053294227650775516,0.054391641694156556,0.046317461780996716,0.0751900247522177,0.07213127036182643,3.5409450188095306,2.1381484336516254
246040,0.186985209460921,0.19312717867364393,0.3034344649169014,0.2687913841096794,0.43044468705389116,4.204123768426161,1.9778313886275538
246874,0.021926798197980046,0.023915912074695234,0.0723588374902473,0.04204354652469644,0.12007989761040627,4.604830923080311,1.9395558309398582
247239,-0.004846684268688062,-0.0055684228538201985,-0.04370811900838456,0.0033275519823394717,-0.033831335425515086,3.424612556458595,2.2241945897245246
247671,0.050004616000618896,0.05273852885988206,0.11582777970592817,0.0839305172358713,0.18130150993016447,3.767841205334847,1.7740086224752027
249700,-0.07201593477399526,-0.07427362159416862,-0.12950364156503524,-0.08572576284842515,-0.14768411849331264,2.412823870520405,1.99445459291516
253642,-0.022206801726653458,-0.023672198120226806,-0.06779144356126565,-0.051696208088677365,-0.11838995316882794,3.30711903062385,1.9685177393213649
254906,-0.09539876830184024,-0.09794428929062882,-0.1460556209619588,-0.11231034860575839,-0.15978312442625175,3.5048743208407482,2.29056516941285
255471,-0.09586278425758654,-0.09778323983315351,-0.13243038167645071,-0.11545851153439513,-0.14724393766807808,3.1705863075034397,2.126794024416117
256561,-0.023530532943785154,-0.02325569557969276,-0.012040864188438194,-0.017885023687215673,0.010137171117530874,3.2727816972878854,1.8549569560969421
259131,0.03821538655688017,0.040782507454043104,0.10340043332633386,0.07093775265160085,0.16705318293408666,4.198043335338086,1.9757542735151177
260015,-0.025534886408831503,-0.025916342146324656,-0.03276535894246879,-0.020688902478546822,-0.01901717236107414,2.3313109091147037,1.5823753880018876
260044,0.1327665120347068,0.13601969337828113,0.1716337693332053,0.18251159922357507,0.23684153354680704,3.7152102922116246,1.843023661995232
260583,-0.04971881002778267,-0.050541188564084516,-0.06107278820455575,-0.05295551557070777,-0.05332415128847234,3.4534203451300636,1.8077903333977248
261164,0.23062624934478593,0.23695822942310474,0.3368969230486718,0.34000424073304014,0.49216617218779657,3.977523941741821,2.0396312918137958
265045,0.10011010256306774,0.10187663217492204,0.10495269046111155,0.14311981338193558,0.16063742577104323,3.225708645159873,1.81916328648761
266146,-0.044148450515271165,-0.04521859407586115,-0.06818705785930823,-0.04908751606349293,-0.06548257312089167,2.5932677940074216,1.724674740214648
270487,0.03926445441491988,0.04131358410812469,0.09081703786637352,0.07915007954203457,0.1573206234073119,3.4903971456785445,1.9116291051182295
270771,-0.024938460482164082,-0.025519392459232404,-0.03433800693873734,-0.022191681518017203,-0.023440737466789763,2.5685516688365095,1.5779961850086541
270891,0.07170694417087042,0.07460654514742937,0.13261735645680872,0.11548199756620958,0.2044877587848246,3.0728849223599797,1.6057687224861334
270908,-0.024144076241778167,-0.02486545404854157,-0.04390325021883945,-0.020507922575627946,-0.029256558251933296,2.7496845685464315,1.77870953541455
272922,0.03716845634313426,0.03923946866479655,0.08152579133219251,0.058861760502500804,0.12452071713789792,4.09996111181923,1.8678890600130025
276448,0.09460337410532449,0.0960142887636326,0.08132430709182037,0.13510161944517307,0.13031328026195554,4.093350908151952,2.494547188263068
278211,0.14368150131819712,0.14743657451845982,0.1967219949039587,0.20311466149468793,0.2813582371757497,3.4634945649177187,1.8179509511449634
278989,-0.014446405616431512,-0.014164480161714232,-0.005475946346472194,-0.0078687672767086,0.016123065995919728,3.1979214669980904,1.6796673035551672
280442,-0.09003205140093962,-0.09257192033942774,-0.14193258160856792,-0.11297833754462028,-0.16987022099575522,3.1211661889714377,1.8371904294230266
281349,0.02449555377639956,0.026686440467716066,0.08296712055711053,0.058572275469529256,0.1472428813249942,4.319863621526682,2.213996211357249
282221,0.01578394886851897,0.016692045252548304,0.04093932417322588,0.03729958600530958,0.08591946015619123,3.782603816719636,1.7772091418409883
282819,-0.01851750582022138,-0.018825943541342927,-0.016438835945969066,-0.008019367879698258,0.006520264148180743,3.275271731033298,1.7062427636537563
283185,0.06007647736862931,0.06247641861813036,0.10749104934563247,0.09320834731680461,0.16715360733066742,3.4974354629825415,1.7554289553107485
283539,0.23700316769773666,0.24594363905524985,0.4328661891120449,0.3420378081955917,0.6083439492028555,6.13150046070243,2.250647308935754
285729,-0.13592859751761344,-0.1390043708756843,-0.19920599456461252,-0.17307329575066288,-0.23865981374605694,3.551343955717864,2.256471501282295
286975,0.08739054536471169,0.0914219556510878,0.1782683209398317,0.1369845237773728,0.2710318837521213,4.231122718899786,1.9289176583675811
287366,-0.0036380162622154932,-0.003055412228068932,0.011838375648483668,0.006873217225438433,0.03884654239710961,2.6009729100789,1.434777446661383
288606,0.11908913036743107,0.12303995331775197,0.18919063506926492,0.17926745635068042,0.28895589810372635,3.981137820140763,2.0939698958275397
