config,slope,intercept,tcre_postpeak,zec
223,2102.615568096239,72.81258753538106,1.7425914920422083,-0.034629529353911996
248,2330.7835100647344,-36.117684323126696,1.5720035705496462,0.015495941243433448
337,1942.068446325698,-291.9707625282325,1.8866482316481252,0.15034009902206455
1244,1920.5350759920796,362.66195146178705,1.9078016568415492,-0.1888338078253785
1483,2571.052227153473,130.5420241363268,1.4250974606052942,-0.05077377377154867
3495,3444.5185541700407,325.96866130735185,1.06371904879544,-0.09463402684033277
3925,1302.9309272510066,-2.4634923141943545,2.8121214435599464,0.0018907313217224513
4086,1904.3907849035365,94.56702648220602,1.9239748632713496,-0.049657364040960814
5030,1934.358449614467,181.78499573653568,1.8941680642128476,-0.09397689232456728
10946,2239.9897635968646,444.16061154929656,1.6357217606729284,-0.19828689343476527
12055,2375.7113281948527,27.13110777518216,1.5422749205746447,-0.011420203899855673
12252,2086.7920976233577,132.86968420111128,1.7558050004947405,-0.06367174015678717
16346,1840.371184421352,-528.7625837699695,1.990902721698521,0.2873130095960629
17439,2475.0444965048755,100.40894958073403,1.480377425607541,-0.04056854320095099
17964,1932.243868009058,-20.20442721994084,1.8962409769607942,0.010456458190631518
17989,2719.824512955584,148.45206757207728,1.3471457377293794,-0.0545814874691151
20430,2250.521353050241,306.80302915965507,1.6280672009772326,-0.13632531357404362
20449,1571.8930803994313,-190.18822370925372,2.330947343485313,0.12099310448069743
21903,1921.5301048631623,107.04649702609021,1.9068137369936882,-0.05570898772554662
23364,1889.1365163267126,-37.62855342320563,1.9395104421168987,0.01991838763265854
27756,1869.9590438803546,206.807787436066,1.9594012029251875,-0.11059482190953171
28308,2567.056409254621,131.47479667956742,1.427315732833425,-0.05121616969754976
30593,2149.324247620126,32.84438080373633,1.704721846439421,-0.015281259139984953
31848,1528.8249330756476,-577.0389230822735,2.3966118819300433,0.37743950311001445
32641,1934.477954219687,163.98116007414598,1.8940510497975422,-0.08476765512703466
33224,2254.689163987455,-94.16119138750594,1.6250577057460798,0.041762382545441575
33441,1723.0500541033541,221.73613110759328,2.1264617306237708,-0.12868815422949567
38506,2319.9898800427454,204.9252397152747,1.5793172338891803,-0.08833023000578735
41580,3155.2688862859936,-37.48483019547058,1.1612322537471043,0.01188007474050595
41609,1781.4071552115054,-100.77178313094726,2.0568009897574346,0.05656864172580618
41661,1697.922680949068,466.81514193913546,2.1579310065826887,-0.27493309747073125
43721,2340.534330336165,-136.2317631623332,1.5654545000729594,0.058205411215979296
45571,2400.851974846442,-400.14277839784165,1.5261249083189932,0.16666699263016194
45930,2350.8230812637908,125.98001157993593,1.5586030395916701,-0.053589745899640266
48841,1981.1895475076042,253.16022578831218,1.8493939686939203,-0.12778193086410905
49008,1562.391121366336,467.23214953439964,2.3451234136531536,-0.29904941416064734
49048,1540.712530538304,-189.80083887683782,2.3781204652887764,0.12319030001691748
49555,1931.5446460230671,183.11270548480076,1.8969274189669667,-0.09480117680003859
50094,2305.036089608556,123.38422121582272,1.5895629645530736,-0.05352810820275529
54443,2147.035422252266,194.27766546977517,1.706539147899302,-0.09048647425945845
55496,2287.2325652954346,241.06779034413665,1.6019359183646167,-0.10539714850247364
55843,2035.5605076006507,228.33309142778813,1.7999956210188113,-0.11217209735363169
56721,2446.2738286391873,139.07256402875333,1.49778816954364,-0.0568507754122181
59064,2301.9867810724872,-298.3884400772949,1.5916685665297157,0.12962213446693938
61596,2759.2634668332526,-67.2359864381138,1.327890592559142,0.024367367323309325
64312,2056.302118653154,41.52804776465848,1.781839335165332,-0.020195499186597497
64899,2152.822625907452,245.81583531641803,1.701951640560987,-0.1141830415372945
65896,2300.905621134233,-214.8871595973814,1.5924164669534897,0.09339242671390087
70750,2728.8591907422087,226.4026427429099,1.3426856220468624,-0.08296604072170238
72115,2449.271637959289,139.9698159678041,1.4959549374657406,-0.05714752655382303
74638,2722.1732891418724,-222.63186121786038,1.3459833782863344,0.08178460280463702
78536,2170.8963960535348,16.5405999837389,1.6877820639717185,-0.007619248902807154
79256,2402.110007416053,194.68618173712008,1.5253256464891716,-0.08104798745105923
83960,1702.3421993008649,520.1499388356049,2.152328715991866,-0.30554957695886603
88397,2021.1037398586614,312.25064921406687,1.8128708228783095,-0.15449511227756324
91119,3308.312331170159,172.82179411677367,1.1075133280127858,-0.05223865730224031
92607,2110.4640910983267,65.19610995851076,1.7361110361717564,-0.030891835702630425
93611,1707.5101762779016,202.0014962918445,2.1458144442728493,-0.1183017817979717
98087,1663.3247224402173,267.1421187621733,2.202817014963048,-0.16060731567210554
99023,1998.8022425050356,-205.77873456339273,1.8330978033164627,0.10295102246107987
101111,2170.4779712348927,151.3746403232696,1.6881074346566016,-0.06974253704917588
103031,2074.5414832628494,276.21363304067967,1.7661734072616577,-0.13314442505447008
103127,1975.4804001025673,221.00746381383743,1.854738725734644,-0.11187530071286088
103551,2306.156019853413,242.7249228090888,1.5887910308136464,-0.1052508679896329
104192,2034.471410736015,208.35234575452165,1.8009591978854433,-0.10241104625753654
104797,1725.0867449997754,344.53565070334656,2.123951163974932,-0.19972076865235633
107831,2055.3694429716106,102.14620804738541,1.7826478896673021,-0.04969724951233319
109673,1975.237450131726,-138.54261436335946,1.8549668546207712,0.07013972641826947
113115,1821.2106728042252,-98.72789100070065,2.0118485218178104,0.05421003318011722
115120,2616.7012895946004,-103.39826602117324,1.4002362495749965,0.03951473805295999
115184,2852.5464066279283,-191.51491633903117,1.284466395178234,0.06713822986158746
115961,2234.674586095646,116.90134566388025,1.6396123278072565,-0.05231246929250967
116420,2291.641673148178,-98.83916287191369,1.5988538011557991,0.043130286916161664
122181,2137.580064574196,328.6212002743836,1.7140878420055181,-0.15373515393438358
126399,2152.7377902872354,14.338523779041338,1.702018711489763,-0.0066605992814053674
128182,2189.7665027302587,-42.161609410712686,1.673237760935528,0.019253929292527068
128656,2247.97029445188,-30.08350538604566,1.6299147764732314,0.013382519093020705
130107,1797.4321440536671,-383.44062836562233,2.0384636004877197,0.21332690061994
130935,2051.2413929156287,40.896557004866565,1.7862354048891345,-0.019937466719475817
132500,2133.878458327353,-24.447846762197003,1.717061243906102,0.01145700059288312
134912,2196.984610823488,153.36995079041725,1.6677404028909588,-0.0698092968129304
137062,2089.3000041349974,-293.78316034130694,1.7536974071451998,0.14061320047856782
137669,2311.1779953996424,362.0094100775818,1.5853387351788244,-0.15663415401070574
138077,2059.398062898112,-230.86585588020003,1.7791606518478478,0.11210356076343557
138362,1771.7179434880309,-23.48114005941744,2.0680492701826907,0.01325331729337767
138576,2039.5166533079775,-85.50848344969006,1.796504085444561,0.04192585694801769
139605,2200.011590105611,10.461194320460663,1.6654457715034632,-0.004755063276715954
142753,2190.9823656276517,-35.71501389939027,1.672309215026645,0.016300913443983368
145103,2067.9824461668113,144.25720250227636,1.7717751941229234,-0.06975745987093356
145950,1841.8218070771954,201.38355008572518,1.989334682606694,-0.10933932333296816
146182,1441.162570847728,154.67194855508427,2.5423918675911374,-0.1073244279887885
146984,2537.7753183417635,-133.70526158087864,1.4437842363421423,0.05268601227796813
149102,2021.277579493683,352.3387261604125,1.812714907231004,-0.17431486389349404
149375,2882.08832497313,140.34085560107627,1.2713003859915222,-0.048694154993457625
149439,1861.51387566448,387.7382651940979,1.9682904585882337,-0.20829190169516842
150098,2373.249256750035,157.2344627039568,1.54387491730116,-0.0662528228995534
152701,1851.9312165468386,218.18940551303484,1.9784752086160058,-0.11781722969164954
153961,2503.8431120872165,63.437681521921775,1.4633504720452197,-0.02533612478181183
155692,2888.614849068964,41.629995263709816,1.2684280153101588,-0.014411750073613198
156618,1844.9843852876293,258.77247994052306,1.9859246664728765,-0.1402572737222277
157018,2303.703957165502,205.882293953491,1.5904821401219533,-0.089370117767567
157582,2255.310867717258,-682.1207568329721,1.6246097389263967,0.3024508800968043
158111,1795.069683895354,-48.09642828056218,2.0411463871692224,0.026793627407372574
