,zec48_750,zec50_750,zec100_750,zec50_1000,zec100_1000
137669,-0.09171280469991894,-0.09545379051924852,-0.17808645076330598,-0.11423763056354952,-0.21092283287456048
138077,0.1097743841501384,0.11285391996595595,0.1574705614346621,0.16838700803941786,0.24145524398159712
138362,-0.004171288781857907,-0.0035945066328122444,0.0166222883699918,0.015575193170097812,0.05473619941037011
138576,0.022280350607229993,0.02361613323569256,0.053541320775085,0.04844458185463418,0.10106248985807786
139605,-0.00044785187291740414,0.0001070732154606624,0.004427687464663155,0.009259829459313584,0.02688251235914718
142753,0.0678604632865063,0.06839530322108045,0.051257062275839704,0.10498357020206472,0.09663528283256517
145103,-0.062195016456685126,-0.06337008271861011,-0.08320610513881288,-0.07093938575678216,-0.08312527916023771
145950,-0.0425228836554552,-0.04504926873750503,-0.1142882243261718,-0.0473430049361252,-0.12160948900665192
146182,-0.08934743828444214,-0.09151338726336333,-0.12517823007846718,-0.09326084979569371,-0.12727308813864324
146984,0.05933278919275309,0.06104687378995299,0.08116423400374906,0.09042314965291198,0.12934763639454228
149102,-0.12936069409104345,-0.13304294916202752,-0.2085504143808512,-0.16398399749164771,-0.24930345820363597
149375,-0.03583180722178381,-0.03669297993355536,-0.05358514471355813,-0.03821830335700627,-0.05053261017704935
149439,-0.15899736316457513,-0.16350864852679625,-0.2533849811466147,-0.20422296747210744,-0.31772597003896985
150098,-0.052522254666399704,-0.05375559409529318,-0.07986201664752168,-0.06374530471795659,-0.08918921067284247
152701,-0.09339647945229346,-0.09570103937483876,-0.13798705019884583,-0.11302898129581473,-0.15557360901749684
153961,-0.01612166927070069,-0.016308416767663036,-0.024704625504763156,-0.010552836958341416,-0.007724144947561129
155692,-0.008187884554614833,-0.008075700035728994,-0.009768109562183547,-0.0012393505620094114,0.008644124044384194
156618,-0.1164652869062004,-0.11920855266197838,-0.17191952391218224,-0.14605863916721296,-0.20062951475734003
157018,-0.06894343421841165,-0.07054310886017423,-0.10225750655782484,-0.08148214196487369,-0.11106979910626413
157582,0.19757139928330947,0.20454772212481198,0.3455384231855392,0.27646352204839575,0.47372445318510836
158111,0.015128669564665076,0.016311028651041504,0.03470691446319396,0.02951847885871217,0.06058009695116384
159826,-0.11764102052941561,-0.12040619819847032,-0.17542155157625006,-0.14439733812714506,-0.1977416266723937
159902,-0.0991509747289252,-0.10172281495031643,-0.15405940001213692,-0.12357026529330217,-0.18051329714110498
160055,-0.0071572320452184535,-0.007063090843540509,-0.010146782706389912,0.0027052878751736564,0.013102906550552351
160896,0.09884972219124677,0.10294935677972727,0.18579502555570881,0.1465666380386248,0.26913850630940717
164142,-0.0981218558664152,-0.10154652886739202,-0.16686413715643234,-0.11330886615751923,-0.18767215508521295
164558,-0.04174994908279617,-0.04229647569621742,-0.051155725695401166,-0.04652005141405158,-0.045704411166976655
169217,0.01744412727818756,0.017784269115944218,0.012237670954921898,0.03841037337466746,0.04727743044865429
169322,-0.047838897525942725,-0.0488682157603888,-0.06224203384351812,-0.048496136199349005,-0.053820730270608186
171910,-0.002249646352179946,-0.001690725524415404,0.021305458069330152,0.024172608190563327,0.06759375551034408
172987,-0.04631921692110219,-0.046901277885389,-0.05631648979171899,-0.04932892201163441,-0.04796781131350758
173619,-0.15804924140502785,-0.16299189912668388,-0.26398455187862535,-0.2034276527933998,-0.3283402340757995
174237,-0.04496253828211483,-0.045695248457368276,-0.05233633209567157,-0.044396013448580796,-0.041837902174650665
174415,-0.014053849807860175,-0.013914035135698888,-0.007477257812928517,-0.008660495893782816,0.008835357580678771
177510,-0.026868997082501123,-0.027646571897130157,-0.04687429805218102,-0.032217593043558646,-0.05717046957102645
177612,0.023403698087067326,0.024795888856132375,0.051055277385625875,0.050085170332830664,0.09671816462627003
178647,0.07584048299154511,0.07945170619697883,0.16246336874773926,0.12194348829853108,0.24399858300728128
180377,0.04238580037150119,0.042405950811232884,0.014071835110997188,0.06012716823560993,0.028221684042868844
184447,0.01088171111014391,0.010044172480833669,-0.023471959433135847,0.027407272195379084,-0.004355313272864869
188376,0.07138398281891356,0.07428797529909814,0.1327231595476892,0.12032290042931959,0.21338986385932235
191392,0.01536160007201648,0.016601879180425994,0.04216972257037577,0.028530492744053948,0.07327814288427303
191497,0.04753636541298811,0.05084770546114825,0.13348730475111936,0.08805584780463516,0.21661457350337265
191804,-0.08118858137719176,-0.08494206001301952,-0.1641336253990151,-0.09523348216297123,-0.18277779676637662
194250,-0.08395790577183426,-0.08654938417077074,-0.1469876412544484,-0.10449280487447421,-0.1704722990157428
195539,0.1448847512110356,0.14843837191680143,0.19380446969766707,0.22012298349584603,0.29599735716496434
197915,-0.02993502444352747,-0.029788213521433793,-0.022866058986006133,-0.030264620871507386,-0.010771411767948047
198326,0.07283836521460674,0.07587966794168821,0.13467953614457562,0.12874720565524944,0.22160462486611987
198475,0.14586207470036516,0.1493179887398528,0.1848245084016913,0.20359691700606963,0.2628443895270076
198930,0.03429511521024087,0.03559202256210714,0.04844737845373559,0.05635956939574571,0.08574434178109169
199728,0.010745645178219743,0.012013945359359068,0.0411839357504864,0.029450926368924657,0.08177379949072638
202348,0.028282334732589343,0.03047796788809931,0.08082576200505454,0.049331680652418664,0.12970866451861252
204179,0.14131742479337617,0.14732569244957916,0.27817281171289077,0.22051061367059832,0.413257034460766
204577,0.029288883270113253,0.029310695074351578,0.007849425814444588,0.044994776928017455,0.025270655070671832
208004,0.012920538378357271,0.01349602775893044,0.017402634114652482,0.03153407046081047,0.05181604100739534
208778,-0.05771533893305558,-0.05956842041249244,-0.10557837350298627,-0.07079669429165358,-0.12465600088133799
209506,-0.050383898152499995,-0.05149810157819057,-0.07110249583550221,-0.054509500240562,-0.06926750392120251
210981,-0.14518011445353696,-0.14912542449116728,-0.23093991719581775,-0.18837391851019936,-0.2853465291323698
211168,-0.07702762952381326,-0.07891257649221117,-0.11251841355047776,-0.09007375416384589,-0.12468067835011709
211592,0.06390656309924214,0.06632632171626263,0.10472610770375623,0.09160200660492612,0.14980387803660267
211658,0.06637577804060268,0.06694052132730377,0.03944183075832841,0.09850555937320227,0.0779362181369847
212762,-0.030029132658126345,-0.030795385894734073,-0.045990147271079085,-0.0247057978749905,-0.02868530654563539
213767,0.035282657560296804,0.03626092159372418,0.04375511463397663,0.057254925077369956,0.07936174508638394
213884,0.08205239731865488,0.08486056012261933,0.127594313098496,0.11982621925970771,0.1895404741576292
214810,-0.046253918721922194,-0.04688323887766721,-0.05599863405016037,-0.05265179790532715,-0.05332575479692414
215491,-0.11937358394217013,-0.12262020148261366,-0.18455743764801547,-0.14629029785881942,-0.2194835228856764
217420,-0.09198234958151352,-0.09599761225434755,-0.1833838920522719,-0.10482435038921589,-0.20733803739462986
219381,0.005996908297739911,0.006733025341829291,0.021101871105963066,0.01788943615034455,0.047282822819429304
219427,-0.1351942347841284,-0.1383465588428312,-0.20071880820184518,-0.17300755102754461,-0.24142801936682767
220832,-0.07079826964729397,-0.07262904839698348,-0.11309931553265462,-0.0860302772335726,-0.12702326880270154
222495,-0.09302064688212641,-0.09801521830861115,-0.20435351992906559,-0.10496022111819503,-0.23483710168187732
223154,-0.050270647302301796,-0.05324142198502568,-0.14040043792820844,-0.0666764350028406,-0.1790564024652337
226825,0.034183617949789635,0.03604834896373732,0.07698234623005673,0.059274850382601274,0.12403628854737336
230067,0.0709485504132783,0.07145627657940978,0.07483584720153424,0.10682561366984089,0.1260273049781664
230709,0.09528056413846464,0.09935597010853159,0.1911979293355044,0.15362584179913963,0.28962173797573065
230849,-0.06277801364599611,-0.06389167090098358,-0.08104867766254165,-0.07250619789945212,-0.08106509812819995
231653,0.0010726619979780638,0.001931949566977731,0.024282590998247033,0.0140047869919806,0.05256531127387043
231691,-0.05928100856632379,-0.06077686517042746,-0.0875716490481917,-0.059489272352207134,-0.08639130904665193
236257,0.03533273675912185,0.03686590968814207,0.07675691997014589,0.065077998214778,0.13307379253472273
238853,0.04497799671831837,0.04670509744307938,0.06776728181407687,0.06842693276526024,0.10769127562719549
239019,-0.05422812775376862,-0.05716493191905281,-0.14549857185357773,-0.06326061797838545,-0.165399198565773
241760,0.03481568307743976,0.03683636382914446,0.07934956059931308,0.058897459981702704,0.12964670568323777
242201,0.02446296515917501,0.023679983235090463,-0.019461722744511523,0.04504600037299755,0.003839577457354748
242433,-0.08599173280897854,-0.08790069160768366,-0.12465844247301194,-0.10739257112240064,-0.14268383381680105
242714,0.016198836804539596,0.017002658470361975,0.024469085006941116,0.029903840680294502,0.050633319098060126
243800,-0.025364039970373398,-0.02584720510590577,-0.033981019543607216,-0.02318855454588653,-0.024725339986874983
244037,-0.0005701864746781027,-0.0006041580672651037,-0.012323135906227245,0.003981505396716711,-0.007360351557055944
245184,-0.10311225988415207,-0.10756096499251133,-0.20767576758916317,-0.13631896215275008,-0.26330351701808796
245693,0.053294227650775516,0.054391641694156556,0.046317461780996716,0.0751900247522177,0.07213127036182643
246040,0.18698520946092123,0.19312717867364437,0.3034344649169012,0.2687913841096794,0.43044468705389116
246874,0.021926798197980046,0.023915912074695234,0.0723588374902473,0.04204354652469644,0.12007989761040627
247239,-0.004846684268688062,-0.0055684228538201985,-0.04370811900838456,0.0033275519823394717,-0.033831335425515086
247671,0.050004616000618896,0.05273852885988206,0.11582777970592817,0.0839305172358713,0.18130150993016447
249700,-0.07201593477399526,-0.07427362159416862,-0.12950364156503524,-0.08572576284842492,-0.14768411849331264
253642,-0.022206801726653458,-0.023672198120226806,-0.06779144356126565,-0.05169620808867759,-0.11838995316882794
254906,-0.09539876830184024,-0.09794428929062882,-0.1460556209619588,-0.11231034860575839,-0.15978312442625175
255471,-0.09586278425758654,-0.09778323983315351,-0.13243038167645071,-0.11545851153439513,-0.14724393766807808
256561,-0.023530532943785154,-0.02325569557969276,-0.012040864188438194,-0.017885023687215673,0.010137171117530874
259131,0.03821538655688017,0.040782507454043104,0.10340043332633386,0.07093775265160085,0.16705318293408666
260015,-0.025534886408831503,-0.025916342146324656,-0.03276535894246879,-0.020688902478546822,-0.01901717236107414
260044,0.1327665120347068,0.13601969337828113,0.1716337693332053,0.18251159922357507,0.23684153354680704
260583,-0.04971881002778267,-0.050541188564084516,-0.06107278820455575,-0.05295551557070777,-0.05332415128847234
261164,0.23062624934478593,0.23695822942310474,0.3368969230486718,0.34000424073304014,0.49216617218779657
265045,0.10011010256306774,0.10187663217492204,0.10495269046111155,0.14311981338193558,0.16063742577104323
266146,-0.044148450515271165,-0.04521859407586115,-0.06818705785930823,-0.04908751606349293,-0.06548257312089167
270487,0.03926445441491988,0.04131358410812469,0.09081703786637352,0.07915007954203412,0.1573206234073119
270771,-0.024938460482164082,-0.025519392459232404,-0.03433800693873734,-0.022191681518017203,-0.023440737466789763
270891,0.07170694417087042,0.07460654514742937,0.13261735645680872,0.11548199756620958,0.2044877587848246
270908,-0.024144076241778167,-0.02486545404854157,-0.04390325021883945,-0.020507922575627946,-0.029256558251933296
272922,0.03716845634313448,0.03923946866479655,0.08152579133219273,0.058861760502500804,0.12452071713789792
276448,0.09460337410532449,0.0960142887636326,0.08132430709182037,0.13510161944517307,0.13031328026195554
278211,0.14368150131819712,0.14743657451845982,0.1967219949039587,0.20311466149468793,0.2813582371757497
278989,-0.014446405616431512,-0.014164480161714232,-0.005475946346472194,-0.0078687672767086,0.016123065995919728
280442,-0.09003205140093962,-0.09257192033942774,-0.14193258160856792,-0.11297833754462028,-0.169870220995755
281349,0.02449555377639956,0.026686440467716066,0.08296712055711053,0.058572275469529256,0.1472428813249942
282221,0.01578394886851897,0.016692045252548304,0.04093932417322588,0.03729958600530958,0.08591946015619123
282819,-0.01851750582022138,-0.018825943541342927,-0.016438835945969066,-0.008019367879698258,0.006520264148180743
283185,0.06007647736862953,0.06247641861813058,0.1074910493456327,0.09320834731680461,0.16715360733066742
283539,0.23700316769773666,0.24594363905524985,0.4328661891120449,0.3420378081955917,0.6083439492028555
285729,-0.13592859751761344,-0.1390043708756843,-0.19920599456461252,-0.17307329575066288,-0.23865981374605694
286975,0.08739054536471169,0.09142195565108802,0.1782683209398317,0.1369845237773728,0.2710318837521213
287366,-0.0036380162622154932,-0.003055412228068932,0.011838375648483668,0.006873217225438433,0.03884654239710961
288606,0.1190891303674313,0.1230399533177522,0.18919063506926515,0.17926745635068042,0.28895589810372635
293094,-0.13190736389019153,-0.13539930474965955,-0.20521243376338605,-0.16592020042478905,-0.24365182323289325
293109,-0.0797826663094261,-0.08213718039704943,-0.1271071604977252,-0.09374815306529438,-0.1377011111284121
297044,-0.03999814821565684,-0.040996499788544805,-0.062136351987528426,-0.04303549230710857,-0.058714105660295335
297454,-0.02259345984069383,-0.02250117014208053,-0.019801673720264423,-0.027708741381764046,-0.025688818691362192
297546,-0.09040027917364957,-0.09284267259367751,-0.13675194716400663,-0.11124064881569318,-0.15771370757752878
297890,-0.21984734955493979,-0.22613843228742514,-0.35328713132605194,-0.2843146379637036,-0.4442260771521047
299148,0.043072537182518245,0.04510135352072919,0.08771692240928797,0.07444264923556254,0.14574647943128993
299405,0.059176471484395865,0.058909690484781896,0.04630849119418512,0.10463814165683516,0.10597495021654657
299789,0.0002893452311896194,0.0011439728650650682,0.018720635829686305,0.01172865404652157,0.04762138708156294
300632,0.004740819083728809,0.005794645709587654,0.028002550675285454,0.013789843432992388,0.05190184249200569
307150,-0.045556715474353915,-0.046589455259195445,-0.061642797342492894,-0.04772063076010302,-0.05764966881234934
307762,-0.1053916099617398,-0.10837975575333902,-0.17024829721695212,-0.1321598724032118,-0.1989895544216247
311543,0.022957340423944705,0.02456887761096671,0.05270997602413785,0.03785799193031014,0.08165388367804516
311799,0.042086869950938466,0.04179604155198824,0.016990846891789202,0.07258572300248445,0.05487213224280607
311823,-0.11958173356261415,-0.12265221228070455,-0.17863009142199493,-0.14947273182014564,-0.21218661655396143
314345,-0.06465226822851933,-0.06754016019916897,-0.14191701702447257,-0.08089078599780475,-0.17240167851770494
315871,-0.022282909713270405,-0.02460355323929697,-0.09818993363147865,-0.024882350645587303,-0.11165186693791918
318025,-0.09491103052449112,-0.09776211523322376,-0.15408127431831642,-0.11627709673815212,-0.17607292221205273
318651,-0.05392711890472479,-0.05444502035001619,-0.0601579712154543,-0.06196090639551488,-0.05501295567368003
323162,0.009661348845493745,0.010449936002562277,0.025272579420851926,0.0245160692400761,0.05877674695543389
328777,-0.0453122265239132,-0.04730272474174302,-0.10145461737358108,-0.05330683507263556,-0.1120552769686809
329980,-0.1056094315099978,-0.10797136123444195,-0.1530881649935254,-0.13129767746108278,-0.176210879982571
331504,-0.08080258674401808,-0.08236102772239584,-0.11256343446111305,-0.097414115480146,-0.12262638569990458
332296,-0.039857017126284644,-0.042568473365851345,-0.11140293225048237,-0.04903203683036317,-0.13164278417548458
332354,-0.06069349555097525,-0.06330806086678598,-0.12692421049297353,-0.07036248462449723,-0.13856295740805114
334885,0.006518606701879537,0.007149639385480855,0.01825748235673308,0.019637182006927434,0.04597621152455034
336112,-0.0822088260528997,-0.08414847421237792,-0.12476802588932778,-0.10240845537520005,-0.1448082267354136
336265,-0.07617450349871202,-0.07740614759175268,-0.09775837749108551,-0.09034106832843536,-0.10252653073447071
336356,0.03255142993574278,0.034865913411550764,0.09070099783618635,0.06724286095240473,0.15733244653071088
337134,-0.09979271387979582,-0.10289978603746275,-0.16351330326072255,-0.1234205937738404,-0.1872808377693953
338086,-0.05852364442423674,-0.05974634903004561,-0.08414289059227853,-0.0686027054296412,-0.08722412179466499
339395,-0.05515056976500221,-0.05628572915456931,-0.07761727983215749,-0.06309144054282467,-0.077909227667043
340141,-0.07153365639631337,-0.07307380748020864,-0.1022293390069271,-0.08467926952029048,-0.1092021984324747
342807,-0.11478643107630737,-0.1173049766887313,-0.16283462027810724,-0.1429335490591117,-0.19100391558060625
343228,-0.004185438516598916,-0.003754542443665132,-0.00017647840194268127,0.002693589029500565,0.017956711899705935
343686,-0.030267203197478,-0.02986118669745652,-0.01650791626408865,-0.027044494024748955,0.009562408346538653
343982,0.08425236375096556,0.08696291326090866,0.13732512899961047,0.10929050737979917,0.16866647916282407
345589,0.07996648133834805,0.08335287038034012,0.1551445370407516,0.12460478288728583,0.23306541642392098
346306,-0.04640561260812048,-0.04679702183296586,-0.04742998601201465,-0.044542854161030654,-0.03503396743018583
346508,-0.03368549548911748,-0.0343092290082867,-0.041763832772395926,-0.03218837450538348,-0.029100493922401993
347327,-0.006429986131911036,-0.0053829930502777845,0.029648199832793765,0.014989815529309558,0.07364966582353838
347600,0.06900140951209144,0.07299239675745395,0.16699469962796076,0.11627825617273624,0.25705551094612966
347767,-0.10556018855993887,-0.10811342791853895,-0.15824827188535284,-0.13276128171350288,-0.18780499743306822
349223,-0.11061499489121873,-0.11451182016412487,-0.19994919547570444,-0.14009167535680112,-0.23974688093401753
351550,-0.009045369161419958,-0.009154858866242233,-0.01916851250832441,-0.003535654899858187,-0.007066196914863765
351676,0.010331977716997898,0.011733568203828426,0.04600025116402251,0.025178301134139547,0.08337583342390187
353638,-0.09759553043969516,-0.09974568391167749,-0.14289100952171085,-0.12706040219861947,-0.17156915967411202
354138,-0.0723055001150108,-0.07350177360045929,-0.0899902777544559,-0.08659294982828736,-0.09690068850586586
354383,-0.01712937141638582,-0.016508727133876855,0.0007645113875267562,-0.011044269691986575,0.02576194122874842
354743,-0.04494968535118771,-0.046212485933009306,-0.07451855189451884,-0.05228756193459816,-0.08043549199867317
355044,-0.016385957170754528,-0.016007130430025662,-0.0031513998363734697,-0.01181716131388555,0.016515316133240088
360293,0.01998865431978958,0.02078520559679664,0.03260099557297358,0.03660614459921241,0.059483290494843244
361518,0.026583130472790817,0.02633951637395282,0.0059794168000577574,0.05271206053826827,0.04240477599488601
361677,-0.010249505395348857,-0.01046840438773955,-0.022370762040389902,-0.005202295522381384,-0.012600090440559653
362129,-0.09228872594617532,-0.09399003746434986,-0.1262889570494654,-0.11348624733451573,-0.13964005039112504
364846,-0.027353120178476242,-0.027117799325477865,-0.014751211616405913,-0.018785271254374347,0.011006310263339092
367478,-0.011963911083552548,-0.011564263683985887,0.009119921918106622,0.002615034826602969,0.04076034312928245
372820,0.0007717691263771087,0.0017772144278178637,0.024553857119262945,0.014078657597019983,0.059146025118850254
374776,-0.06885115242097584,-0.0708893214352817,-0.11462449892081761,-0.0838608918725301,-0.13227762163705115
374962,-0.11899270273577978,-0.12240110459667264,-0.1836574606512429,-0.16319813602117006,-0.24598962131032875
375152,-0.02972421815498505,-0.029930359369161774,-0.032295093924722185,-0.025624317584193923,-0.0137166990649904
375748,0.028880644151540347,0.029637809026728634,0.05359830999848514,0.05896213032815156,0.10361317201169284
379606,0.013521337570185699,0.013708969966569784,0.0040417578755521655,0.02620915440375371,0.022316554259308674
379667,-0.11556352535658942,-0.1194312755042326,-0.18824428070395527,-0.12637426538238516,-0.20780877607144532
380640,0.003825521444197566,0.004992373647847881,0.033219773515997364,0.015658634058661525,0.06452579417620186
383359,0.06329872838041606,0.06623870778482344,0.12747332779740206,0.10938903723585724,0.20476693558383596
385410,-0.016649789106163215,-0.01689237280256961,-0.02956394809905971,-0.011045317976291269,-0.014037214746320581
386502,-0.20274180885021686,-0.20847176655822985,-0.32737294347251344,-0.2764787745460284,-0.43731918196316943
386915,0.17759861999468685,0.18409705372543606,0.3118379514092131,0.26079465425560633,0.4478993548456587
