,zec48_750,zec50_750,zec100_750,zec50_1000,zec100_1000,ecs,tcr,deltaco2conc50_1000,f50_1000
83061,-0.1249490826867139,-0.12861445545027572,-0.20122699116057208,-0.16191287580063385,-0.25539961004278544,1.9930987619989633,1.6013562827894694,-31.52900313571638,-0.41393960022338483
84647,-0.07739555091066519,-0.08086992902618362,-0.1548677703600273,-0.091170867778259,-0.1734948563268135,2.846399745478349,1.9142274736226894,-26.032044934922908,-0.30113550548399326
86031,-0.1016152536527497,-0.10440510288178695,-0.16114586795610575,-0.12690250760257626,-0.19163551511602517,1.9675964180190562,1.4969217335156102,-28.045672291460562,-0.38105900608864474
86763,-0.059368596054257594,-0.06113878613754253,-0.09355993304307675,-0.06537281956264196,-0.09542400021711983,4.311930725969761,2.1571289644718847,-28.29626363084759,-0.34947959142439045
91384,-0.09825464165213638,-0.10092362602123961,-0.15629647493404253,-0.11520759162209271,-0.17162005331690477,3.6752816987880452,2.4003640349983346,-27.997339525558004,-0.35718148871995714
91522,-0.13316070938061064,-0.1369491646675809,-0.1980221347946829,-0.2008850802455524,-0.2658147739770369,3.4576000615757057,2.1506985423690703,-40.4654065164363,-0.5314661431055594
91628,0.03835254773284391,0.03993339323977163,0.06799878088798472,0.058306813369318755,0.09814172592526416,3.9966564851110022,1.966805298260733,-29.760064608584685,-0.4041725798051736
95243,-0.0012534459254581742,-0.0007676462824005581,0.009375479613875193,0.01170809417608698,0.04111341816331793,2.6763114884245534,1.5123102362422334,-24.97452812787833,-0.3082203433831969
102344,-0.017134554143231284,-0.0194554502128943,-0.09217662958983364,-0.021249944386636965,-0.11460680247874344,2.540305477423945,1.6924308396561618,-31.602824854315088,-0.4450673073212914
102652,-0.07268115162249245,-0.0754539666000893,-0.13384190176612898,-0.08637175664877428,-0.15551433642994206,3.0807036595795836,2.0702428021686288,-27.851527904677994,-0.30855969187048826
103652,-0.0700462925555958,-0.07233211885628399,-0.11691707194399736,-0.1018792135191775,-0.1623626613975344,3.211074647092901,1.9420386286393914,-35.432119759571265,-0.43687943181121813
103919,0.009232319302672432,0.00980600122988351,0.01977021307676541,0.014739313544219756,0.026068877777562394,3.9445256935107547,1.9266601933139271,-32.48861706409656,-0.4348527076575994
106704,-0.03819541424327699,-0.03895523652015598,-0.05536232359060689,-0.04139482572204645,-0.05750835642901242,3.485804869682128,2.0683035693892737,-29.03857684489435,-0.35751737511605164
107269,-0.04914327438965438,-0.050359844700642475,-0.07463668972258986,-0.05347635259092165,-0.0753980190993484,1.7712044484047684,1.218743577669854,-25.316136520730254,-0.3849620267066287
108647,-0.06732315603346883,-0.06861649690083782,-0.09218990445577235,-0.07787248984841244,-0.09435333116960298,3.8786540844976996,2.1327375774529638,-28.597773391957162,-0.3519987047942408
109117,0.03144636033352444,0.03275727162958941,0.05529643890189817,0.050749080248643,0.08497437418940135,4.311062484769218,2.1299543821414746,-30.37297925066946,-0.35407344579516487
111697,0.08687827859122343,0.08881458916624241,0.126575026567336,0.14431126548273276,0.22318374421055998,5.3183722345825535,2.4207801181651227,-24.394548964762805,-0.3079490391023181
113192,0.04384135829395974,0.04552189150777963,0.07503591778752516,0.06795704406963043,0.11503100873648031,3.023998328261148,1.476857682942659,-28.948123880806065,-0.3625880922680431
115603,-0.09974145787327138,-0.10255115182580021,-0.15900499875888197,-0.1218881987722249,-0.1879471915796762,2.289521731571329,1.7213905800648357,-27.76338663004816,-0.3548702539510127
116740,-0.11676873015583356,-0.12046498559819563,-0.1952981053166274,-0.14108778262798327,-0.22403364977667906,2.7171637954110386,2.076004506649065,-25.666346814011206,-0.30228628283792913
117148,-0.049299460815297125,-0.050460377707287396,-0.07382703205394392,-0.05343304710444796,-0.07370469663231471,2.183124005534143,1.4266627838937531,-25.880064799023614,-0.3555016775124282
117225,-0.007070169457568332,-0.007341674411599053,-0.014771315356403969,0.010597287096890673,0.021340081051216098,3.994192400313825,2.561863148989021,-22.24695053801753,-0.23045884025958996
118218,0.09151806596088874,0.09438626553904639,0.14012546798335523,0.13737689367493733,0.2117258924366996,3.4938738006249666,1.769674538228489,-26.580100533860048,-0.34735489555749766
119893,-0.08194542458634113,-0.08388192752236656,-0.12092847686696961,-0.0954241954488777,-0.12435377123322766,3.0929594291794933,1.9320077917009342,-26.127123178817897,-0.34589269816020174
123225,-0.09112280678767837,-0.09375388704054055,-0.14650748212549192,-0.10971706525419611,-0.1631191836395116,2.591997162364451,1.919097081534626,-24.94445598496452,-0.29323365454072237
124025,-0.0464855896280878,-0.04799963459308676,-0.0836539661557355,-0.05430017064018,-0.09723599628358626,2.332566992745439,1.6297951524144567,-29.83964888505841,-0.38376242514042547
124466,0.0009453504004421909,0.0009819025813997406,-0.009061120473259354,0.008865507251841764,0.0026011187387662282,3.2706613992970075,1.9159293932620338,-30.649161564025917,-0.3711442520527011
128230,-0.12754745195327244,-0.1313719317441251,-0.20865190407562428,-0.15863838842645284,-0.24517246641742751,2.86678084533975,2.1317257912445,-27.265554856626864,-0.3207549191613901
132602,-0.07157129387767236,-0.07346665742982306,-0.11077475689819805,-0.08356682171853613,-0.12272189054416449,2.224817432204579,1.544665533684764,-25.69937854922773,-0.3299540409866397
133229,0.11902665094782794,0.1227953836914375,0.1829306369714434,0.1801316092636045,0.2822997216356582,4.134910942582739,2.17857762259889,-24.467157556698282,-0.3062589013389503
137127,-0.08994379105122574,-0.09246236960844412,-0.1412999258411589,-0.10136742917417596,-0.14652676024403433,2.9031957705500795,1.8671167191276412,-24.861633169724087,-0.3483333100541026
137713,0.01949032506774362,0.019969404529108115,0.019728373562625245,0.022610897510367822,0.018366387797974504,2.9915222301710847,1.643810066262043,-33.86695456680951,-0.44065404861756585
141406,0.2252504547643499,0.23289292074927737,0.3812690209548373,0.33233619361586864,0.5560617727327741,5.521920593890065,2.2621780201378643,-21.309521891310396,-0.2178565715563705
144110,-0.13047916622817657,-0.13404215554666976,-0.20681978589359518,-0.16338020599981018,-0.24238952566460226,2.6527477610618213,2.048949168748071,-27.061414767208987,-0.33281466328305775
144788,-0.026504124165130705,-0.02690928371255774,-0.0393446477268955,-0.02295288115298333,-0.021054509894165463,2.738068955566909,1.7656811910840384,-27.341837237330424,-0.3600511788584928
145278,0.015568493271581607,0.015982908092670223,0.01600925853823565,0.03812565861098638,0.05406104553376512,2.2391930301216267,1.470485306388272,-22.71592229812552,-0.30491107963443165
148007,-0.027097239194283862,-0.027824678227434396,-0.04353579353659898,-0.029706387876714535,-0.046537528085091484,2.319812067245622,1.366782470936049,-29.700172825373727,-0.37345022127731875
150955,-0.04849964160640674,-0.04947182985598686,-0.06809350436504524,-0.04798411380929446,-0.05261397525257783,3.382866196102989,2.2126463843508724,-23.65909909638316,-0.28646919438537655
154280,-0.027162731739879264,-0.027551253376806972,-0.038953132734151685,-0.02498159535247213,-0.023181998357773015,2.375060534355377,1.5602634335085261,-27.2997772909207,-0.4063879590250057
157705,0.05581704046176639,0.0576159989234013,0.0891685816177672,0.07228802385701827,0.10949244574187644,5.0504538763985405,2.3065049154878943,-33.255118988096456,-0.3799506946223461
157966,-0.0631519090051742,-0.06730000564609284,-0.1656966124023238,-0.08086831565093067,-0.2062725180027718,3.540472760797045,2.2349563506667254,-31.28427487979144,-0.39255246315195347
161451,0.1650031067003952,0.1705022256534483,0.27250338575012845,0.24583073366203956,0.4048429207654054,4.079856237860954,1.899034216701947,-21.428837989028352,-0.2655147265965123
161815,-0.06866706059619054,-0.07127138816417866,-0.12422449350401266,-0.07330652875949228,-0.1200403577856779,3.8457288968085717,2.352240664705608,-26.399922865186454,-0.33031970116142784
162510,0.05212531209546656,0.05493134226529417,0.11795260700660237,0.09079027046095378,0.19664756799548533,4.708391803908404,2.1108366227501936,-24.31993227790076,-0.30074635162526464
163461,0.019657889376463178,0.0210742148597316,0.052264685553327306,0.03181103333238733,0.0749734162338993,4.71194026726097,1.9866077587384354,-31.70563561063915,-0.4178104528763371
168997,-0.13418539925920947,-0.13836190292086603,-0.22081820878725078,-0.17082423973393301,-0.27433044528568806,3.406740308604816,2.269872019164901,-30.768220703393354,-0.37968429678046833
169900,0.09828168829249462,0.10183530323993328,0.1808011521388122,0.16392542333686944,0.29846575002427,5.917188333879764,2.71096526830063,-23.325091077086483,-0.27242596105339656
170534,-0.002167194307121534,-0.0022325325730944146,-0.009813916296474434,0.0034962326905569885,7.140434514174565e-05,1.9977928743926434,1.2579188039717493,-29.30906562583806,-0.3278980749944074
170865,0.03438048566106322,0.03604910388585103,0.06562790274971575,0.05810197351151625,0.11165101886276263,4.025467988706167,2.1192085715741653,-28.64536763218564,-0.34194008360283146
171727,-0.010770574109311148,-0.015568715885115436,-0.1508020755896753,-0.010272770155324018,-0.18109886189981417,3.7275856755420693,2.3300797275553453,-31.05720077430368,-0.4101644650692182
176753,0.031289803628697266,0.031965220833720887,0.030476267022321313,0.05365879778893223,0.06368684792815849,2.5896952020357684,1.571804482081181,-28.183946385690092,-0.3820426195047082
176937,-0.004842442348601983,-0.0050437349344836235,-0.010685978587533507,-0.00822168530947276,-0.018213820831015637,3.0211720618735947,1.6823324718811152,-34.132676590148606,-0.3943339298583175
177899,-0.027483538547256048,-0.02817170396981661,-0.04600856897650918,-0.02887126339088808,-0.047875968903847044,2.919609621304028,1.7944010163211175,-29.411589623523014,-0.3514139751354062
180626,-0.0004355236756576897,-0.00027134583607657525,0.00302462551958671,0.012150045185826741,0.027225514383273808,4.534764965586283,2.246213052048485,-28.56598157719128,-0.3397777336257941
181017,0.018181025760330982,0.019216324749609326,0.04539314690455676,0.022273356758563567,0.05207604986387837,4.557261981415733,1.8986808773355353,-34.107650201368415,-0.4224079688008957
182737,0.06023949072533408,0.06229898244400678,0.09603276447325881,0.10363611286990104,0.1718768332186973,3.036447592552339,1.620202495556785,-23.306534666359653,-0.3128003868040956
183119,0.07501678359296227,0.07887217168060423,0.17373429298296617,0.1231786806292936,0.27133253659727874,7.53293960516143,2.477720812129837,-25.577291749790618,-0.28229778880160206
186312,0.21732172888169088,0.22182111365422852,0.26143204434429546,0.32423448699233504,0.4119672212186054,4.531006047625519,2.421436450699794,-24.490111672059925,-0.3110308217301547
187289,-0.055112138679142,-0.0571873337759925,-0.10605068065776058,-0.0637711377778869,-0.1169143004125468,3.4131748862916362,2.1280824797590934,-30.22761129054311,-0.3844856459476689
188087,-0.05057730433117369,-0.051515483315651256,-0.0691726295416546,-0.058331052578774356,-0.07469395140541413,3.438861427507522,1.9103445588570351,-29.800265113283444,-0.3882382830004034
189728,-0.10087916886043302,-0.10404875715935125,-0.16813874023931208,-0.12402755608629756,-0.19886049030566988,1.6139534337660424,1.3117551584961955,-26.727607444739647,-0.3941319107534036
194195,0.0208196945688911,0.02199665928289618,0.04610541458697026,0.04061913247026294,0.08398420608765944,2.9919050903678555,1.4910326185970666,-26.243687989141392,-0.34368537621673534
202110,-0.015538001559594061,-0.01563319791633888,-0.017427572300573235,-0.003479316485587969,0.009692301688081217,2.50032472029683,1.5221360222091003,-23.11895184598717,-0.304158662227751
203339,0.06517499682548555,0.06697816489096509,0.1003699419330657,0.10124886382318166,0.15917513098828118,5.298779294117518,2.400790856509851,-27.651369464221602,-0.3106195846720956
203969,0.037267478314319424,0.038536700918530675,0.05553368055321872,0.05240316809364032,0.07451444595057555,3.991114418334773,2.0194304940195513,-31.554330898127148,-0.37547022153138787
206106,0.061904006914766385,0.06422445363004614,0.10805672210003403,0.10442443767228182,0.18286131358738356,3.1154723743470587,1.5621478569279434,-23.08633608450839,-0.30707835089976143
206197,0.003954294631373978,0.00436724031226654,0.008301915228466239,0.019952870990478377,0.04001176027353237,2.7048702266998745,1.6401679705346464,-25.486081463793766,-0.3260161722571353
206583,-0.1072161517254353,-0.10997002147814605,-0.16517634694660466,-0.13403483484786216,-0.1912497847368244,2.3928863432491894,1.6735781517844712,-26.839524917001086,-0.3611919843819775
208693,0.12952067660181998,0.13359941591407454,0.20283858011819134,0.19735048414824252,0.31283470301630545,3.671826635373683,1.8159361258001276,-22.1420051861445,-0.2779481690819723
212567,-0.017031010049503692,-0.01797194923532852,-0.053044033365922116,-0.008130920999501745,-0.04118444957002998,3.79409741774043,2.524762277865049,-27.252508753944255,-0.2738836797702726
213587,-0.04396726807373441,-0.04578728147366795,-0.09548016481405242,-0.05548501676984019,-0.12060912187274675,3.5361772664163698,2.3364572911288155,-32.33008134478814,-0.39255699117898146
216803,-0.11048192385737532,-0.11371715025998452,-0.1766841705180029,-0.14197123665142009,-0.22218273048777348,3.452114309633299,2.1416570908287307,-31.379739415871427,-0.36771239742533846
218232,-0.09627558359888644,-0.09900756583436876,-0.15377018860231284,-0.11599446382244416,-0.17445120456773844,2.0930027246740868,1.5805184855461674,-24.807878734938186,-0.32349980217844987
220668,-0.057551660416273354,-0.05874804292503377,-0.08524422606314186,-0.06392417919940607,-0.08665310537647652,3.665351313807058,2.2199964462983783,-29.216418847357147,-0.3867690727959934
221634,0.22605034081001785,0.2322646730172584,0.3281674431249455,0.32883849079472727,0.4830819749288935,3.942813142470623,1.8756842499563913,-21.408373830919288,-0.2863730775871196
222497,0.004266643338677545,0.004842662634896966,0.011832461800023397,0.024055096267798337,0.05111821616067891,3.150629236582218,1.8430595876881786,-24.746936093792158,-0.3429981970444067
227963,-0.06630156291482225,-0.0681412925034176,-0.10489100485229097,-0.07782961050695159,-0.1146548364944242,2.085506278807685,1.4153779919037828,-26.173281083163317,-0.3596586655520766
228282,-0.00990901769163366,-0.009504284878485425,0.00253671531290367,0.008341108489617666,0.043047856149814656,3.676312628434968,2.2252365064200594,-23.08399613717154,-0.272879663049566
228996,-0.1198223394209923,-0.1233124677088917,-0.1931396099977738,-0.14487390698493607,-0.2228631431917698,2.930225459634289,2.0996326619147947,-26.9554939324388,-0.33525739620635076
231630,-0.05647703187727959,-0.0578501963277438,-0.08541765799771905,-0.062751879908993,-0.09076614659323257,2.9895103083236894,1.9362027006276863,-27.26960647417684,-0.34589121863856054
231741,0.017669427060387877,0.018651162385741604,0.03775259158701405,0.03669554295969912,0.07313200654338292,2.7129055886772084,1.40847622775491,-27.01242830205706,-0.3877183070430257
233302,-0.09181063168961279,-0.09445857535297297,-0.14389395252187032,-0.12160017476221263,-0.18876396687867358,2.9059219325380496,1.8749730193800787,-33.88173283509559,-0.4246438333139402
235104,0.07513196080246087,0.07704886409495326,0.09994238697495283,0.11861629068946566,0.16515894085016103,2.7415134660108667,1.5128111979494432,-23.986325214108888,-0.3144295508236472
235496,0.023865010231387096,0.02431208954629427,0.021728977656145787,0.03432105606490188,0.03153915698631571,2.38449238699539,1.3745441399646765,-31.72024338348291,-0.43640480760643063
237430,-0.0420704770351521,-0.04305085435410683,-0.06417785399118214,-0.039488642044161804,-0.05026313594101195,3.112584639113426,1.9955769719451724,-26.082665645008774,-0.3294309299165197
238727,0.0800839277171479,0.08302707535715848,0.13800028090511218,0.12203834963591831,0.20944134673920067,3.26922101060606,1.5438480896421045,-27.216682114681873,-0.38940208327075565
240434,-0.05239205630671584,-0.05353157828574495,-0.0764141863544604,-0.057489183721881165,-0.07331223792546915,2.3244125334241446,1.5520572927901732,-24.96503427465518,-0.3209068616647599
243329,-0.07773329315664035,-0.08085698808094355,-0.1454886371167421,-0.0889020326773251,-0.15889350177597072,3.8222198515115946,2.239175193895844,-27.537798413650194,-0.3419109126783222
244039,0.02226663320695721,0.02310479452818881,0.03898128209495222,0.05871336067256405,0.10961290162379367,4.929192531300293,2.7610929318203103,-22.214230684644804,-0.23525140684625967
244886,0.013585870057193361,0.015246438787834382,0.05720558327253067,0.03904526832701327,0.11645701617718718,5.223219304318645,2.376434619373318,-23.73451215538978,-0.27128463518612644
245029,-0.07976366592514639,-0.08153953591102137,-0.117106514623188,-0.09158846376990737,-0.11953014840294207,2.877559445608592,2.0264807342430564,-25.631427304957356,-0.33347249123198
245294,-0.05439163108309364,-0.0562136564568696,-0.0931716462078338,-0.05993914486196861,-0.09579213917076568,3.073193772827716,1.8620581085414933,-27.776503326016723,-0.3403208550031511
245489,-0.09228407998634713,-0.0949013178700766,-0.14480144777646853,-0.11037291280151051,-0.15890585865083473,3.7319800352689834,2.0833475350263218,-27.64803362796397,-0.33394917569408955
248009,-0.009762245788807022,-0.009880279492800903,-0.01336016498058068,-0.0024926322325168337,0.00039216624846161174,2.1407067677401956,1.344549561355386,-24.74362480111182,-0.27568342938199164
248407,-0.0454086833964682,-0.04632652593484288,-0.06901011216725994,-0.04322809287672302,-0.052236952789356916,3.2125487783668447,2.2062175818039593,-24.901994474703145,-0.3017983157545836
253127,0.13847165288862895,0.14281847000113967,0.21910005303648195,0.20392425789868396,0.3226857189836374,5.399113307940723,2.4393107424688116,-25.689418123321445,-0.2981413799234991
253233,-0.09406026105309262,-0.09722128330346436,-0.15921883944547854,-0.12985936785405872,-0.2137122862593721,2.589037018671367,1.6340682034630303,-35.23016937562454,-0.44450551873976796
257198,-0.059652834606915506,-0.06119396228722973,-0.09187278280541444,-0.07101306456724199,-0.10358938146706298,2.1753470144964093,1.4229652051635697,-28.26447464832256,-0.3566906668221441
259841,-0.1248735599170403,-0.12828174492208544,-0.19685291021980333,-0.1523633205701218,-0.229935543663212,2.9163784063567757,2.119109166181489,-27.66053309469976,-0.3626607907616508
261458,-0.07937523600625074,-0.08162617831142738,-0.1262191688131753,-0.09134764064170442,-0.13339419895300386,3.568452326068839,2.1659727032175344,-27.517464534932742,-0.3181801753522744
262663,-0.09043912137925836,-0.09319280436945032,-0.14749367650354506,-0.10427868166977894,-0.15824468069506903,2.843102350524632,1.915805755339364,-24.09813284849497,-0.30187675669355807
265330,0.021734808496849833,0.020849728243488297,-0.02198185436459199,0.013878975917375191,-0.046013130451818096,3.2802280270194384,1.9542456794412248,-35.636796793766734,-0.4714075887651643
265631,-0.10439025909326127,-0.10725931022842039,-0.16589358977429935,-0.1315694069610709,-0.19938705352945685,2.426772902711284,1.8892013221379875,-28.61828104353208,-0.30782401928587966
265755,-0.05969770520035644,-0.06087634024664346,-0.08215242936834533,-0.06757691412091527,-0.07881727807373928,3.5595034815490205,1.9748418267193368,-27.24986648754492,-0.321464157033569
266550,-0.03491241799203715,-0.03600774526207673,-0.06026540702348582,-0.05192789580906265,-0.08712204992351813,2.1279323731345645,1.314363148873793,-36.04937762439209,-0.48670117180384587
268680,0.014843800877404112,0.015353480456727686,0.014559059117879247,0.03889875265424725,0.05748807584551652,3.0371428439508072,1.9022239132492542,-24.261687003818338,-0.31373633516223354
274901,0.08017819327706999,0.08188966567712264,0.09462900404963093,0.12319249599688842,0.15787938323415185,2.4710822632904126,1.460514879935752,-23.88681994870535,-0.30441290312052605
280583,-0.000726249692933334,-0.0010220250437623646,-0.016210664715663237,-0.0008238553717996311,-0.021346958897558554,2.150124214073429,1.3198979386395557,-32.41530070762792,-0.38202696263222613
280714,0.25853913808341433,0.26622176365432226,0.3967876349833883,0.3657016778734532,0.5536580330184215,5.618240504355749,2.1747386714655836,-28.444702392769273,-0.35766007481678175
281553,0.09088940816536506,0.09297978758140268,0.10928485944710342,0.14559124965627124,0.19328958763001003,3.48264292470974,2.058190205253593,-24.678495078038793,-0.3330088020202142
281563,0.0008461788812381688,0.0008548503143350761,-0.0073493581299240995,0.01402140910340588,0.01793185425523247,1.8848214727894246,1.2871032616414884,-24.13320730977739,-0.33087969487518487
283031,0.02886634182714487,0.029607910676505922,0.03971003830198261,0.05400035426902039,0.08518751072586728,4.138481876409949,2.23213699695227,-26.98564433225141,-0.3136231410132475
285472,-0.022948965272088007,-0.023094144609323353,-0.02619325841256992,-0.01805757769626437,-0.005191647490843998,2.75764030668609,1.7006726144670945,-25.490971712266116,-0.3141093403460915
288420,0.20447371424629535,0.21183300084713474,0.35870382368101983,0.2975450354125251,0.5161962383185934,5.615690514466247,2.066608682225364,-26.752388028202972,-0.3400331020254783
