config,slope,intercept,tcre_postpeak,zec
223,1893.6437569542966,-115.18819753054052,1.9348940298533834,0.06082886345835565
248,1800.1481154331873,81.8074378607879,2.0353880708967638,-0.04544483709947488
337,1152.3685018242275,-410.38139061895987,3.1795384846078303,0.35611993036022427
1244,1591.7310484797383,229.69087786418606,2.3018964186817144,-0.14430256800202756
1483,2231.3335015721855,-31.261543134370044,1.6420673993458914,0.014010251319376207
3495,2725.7424973183656,157.0755338682652,1.3442208879249264,-0.057626695853624815
3925,1024.2238409142433,-230.26405242194838,3.5773430119820664,0.22481809466220776
4086,1522.2473538714798,-186.23916117676117,2.406967560614557,0.12234487430909666
5030,1641.4439985348408,-175.15172555775894,2.2321809353657516,0.10670587952686783
10946,1929.4749294719197,254.91573153265608,1.8989622223299913,-0.13211663320363756
12055,2117.5181809322407,24.39048301434582,1.7303275282325643,-0.011518429090232353
12252,1907.908724523524,17.582919007090936,1.9204272997467622,-0.009215807224468795
16346,1202.056903579991,-452.47041855285653,3.0481086120696936,0.3764134769371563
17439,1595.5355825453696,-285.35932527113465,2.2964075762915885,0.17884861258681478
17964,1423.4238431593985,-251.63932185865173,2.5740751903294457,0.17678453474554628
17989,1898.3646299457887,144.15759621565417,1.9300823151686262,-0.07593778030923956
20430,1773.7563572591632,91.87031283730539,2.0656726528448766,-0.05179421201864774
20449,1116.7883267110963,-466.9311458576291,3.280836585022657,0.4181017429083678
21903,1477.4533844519706,-134.3893466151946,2.479942879117693,0.09096012641037972
23364,1509.519694013002,-228.1199015693793,2.427262138103937,0.15112085153584914
27756,1506.6575314350343,-198.0121045631421,2.431873152029565,0.13142476006112885
28308,2042.53589963344,138.32679911041078,1.793848519704135,-0.06772306872806266
30593,1783.2933996908198,-41.549955326334384,2.0546254478568975,0.023299562109935553
31848,1609.9425545097188,-397.35722082006487,2.2758576010905,0.24681453366581357
32641,1487.3268025444413,-140.1926132535683,2.4634801132688655,0.09425810992831843
33224,1284.0648787440255,-330.41526428496115,2.85343837422284,0.2573197583350681
33441,1511.0102577375321,122.096536041815,2.424867720942004,-0.0808045712572678
38506,1705.7390807200477,155.76643339179185,2.148042476961545,-0.09131902713165123
41580,2557.719437797397,-134.4388996707764,1.4325261582072844,0.05256201977592573
41609,1692.085412635918,-192.57315036332488,2.1653753248142764,0.11380817358583328
41661,1445.1826724246637,108.80644816639932,2.5353196311527197,-0.07528906223588237
43721,2149.9126597986756,-116.35326204709943,1.704255279069387,0.05411999483643913
45571,2149.0782369380813,-323.95675882265925,1.7049169904676515,0.15074218949060672
45930,2004.188910654926,48.58476925287363,1.8281709775565433,-0.0242416116537623
48841,1105.0471354259657,-138.89014115831773,3.315695668119738,0.12568707406745988
49008,1130.4838441005272,15.501026776170761,3.2410901041361386,-0.013711851661625645
49048,1518.9169964126415,-226.4207485431477,2.412245046077954,0.14906722953124185
49555,1321.2695068537837,-109.3175409570004,2.773090562518727,0.08273674703755791
50094,2283.929715177298,-14.837212077673058,1.6042525195288548,0.006496352308512816
54443,1924.7266911323322,97.98546054269843,1.903646900560432,-0.05090876590122663
55496,1514.714852778781,165.63587622830198,2.418937130825847,-0.10935119301460533
55843,1648.7757378556464,152.46433096863825,2.222254922773973,-0.09247123636531022
56721,2056.443094619609,105.02621729628004,1.781717184193589,-0.05107178388308736
59064,1188.970076829929,-374.7664423795068,3.081658715725695,0.3152025855677726
61596,2105.1609205566456,24.543206285245844,1.7404845226896797,-0.01165858915847447
64312,1880.2963961676076,-70.89569745270407,1.948628954173348,0.03770453296469782
64899,1636.6090255755716,207.17548420833725,2.238775384188917,-0.12658825716513242
65896,2101.5709822033386,-86.76420553161779,1.743457647173341,0.04128540328466663
70750,1753.2714725768285,153.09401077192115,2.089807572477595,-0.08731905649894303
72115,1950.5820053283978,-101.0276173479806,1.8784137195929544,0.05179357600552236
74638,2222.981198355995,-363.9790702686388,1.6482370623331004,0.1637346598063085
78536,2137.253708618594,-38.814789064083584,1.7143495810650449,0.01816105823448138
79256,1940.706352839097,60.719266493082046,1.8879723841991156,-0.03128719932526353
83960,1031.7329155644472,-71.25304173761225,3.55130668482693,0.06906151840530421
88397,1324.682238545426,-45.18507612175705,2.765946348026281,0.03411012453173129
91119,2244.75015253369,158.97266523741757,1.6322529239454007,-0.07081975918700005
92607,2010.5391626950382,14.077069512229173,1.8223967321723649,-0.007001639049576875
93611,1576.2762666188514,1.991139220819207,2.3244656267390003,-0.0012631917786152082
98087,1171.3109532358776,-58.78418046858636,3.128118959254833,0.05018665650328675
99023,1111.6879036449004,-353.8041259957446,3.2958890602180815,0.31825850118160326
101111,1757.5598576558607,-26.569312363349752,2.0847085145008073,0.015117159309035698
103031,1599.6995041898072,13.78142890278366,2.2904301654176544,-0.0086150110484428
103127,1936.2573633342513,35.33223045710713,1.8923104280365712,-0.018247693269589294
103551,1744.9482143399177,77.04201001556248,2.0997757812463362,-0.044151459271074174
104192,1632.435120226213,-1.271021333271733,2.244499615698212,0.0007786045016573783
104797,1609.9558764077042,73.37543072934466,2.2758387690571285,-0.04557605075057542
107831,1444.4927151770564,-123.69620505210364,2.536530618329142,0.0856329725670799
109673,1411.214321924236,-231.73175567697822,2.596345532409293,0.16420734404183523
113115,1285.2034175024587,-331.1103618962094,2.85091056411931,0.25763264973233385
115120,2417.995931537029,-107.14977080675288,1.5153044520099475,0.04431346199108028
115184,2238.7478281654835,-227.97625516722937,1.636629170067101,0.10183203856150334
115961,1031.5469563520085,-277.99104311008693,3.551946886603662,0.26948947054546335
116420,1363.3759585428031,-218.79915947953606,2.6874465381626202,0.16048336345419492
122181,1744.7412838566233,199.97105092119745,2.100024819668963,-0.1146135835561683
126399,2003.1244934698384,-41.14584236153928,1.829142428213821,0.02054083133408544
128182,682.0497978906624,-264.3036345920481,5.372041764884983,0.38751369094961297
128656,877.7884956531294,-316.4936128063745,4.174126248116017,0.36055794120528256
130107,1839.7422049687032,-251.27933690564933,1.991583380597789,0.13658399325025214
130935,1933.5188081767735,-90.29472875948457,1.894990617368236,0.04669968990093698
132500,1960.9062779719409,-27.876884888136743,1.8685237745219914,0.014216327012307949
134912,1953.5773317551498,-155.23691228577155,1.8755336379277894,0.07946289597161853
137062,774.3589752579207,-415.53006119938516,4.7316556236461365,0.5366116678133445
137669,1836.5444342215544,96.67231708787432,1.9950511034343903,-0.05263815853649643
138077,2008.9469880899587,-259.8076534421104,1.8238410578885467,0.1293252908027837
138362,1294.1192899817806,-242.30198257560127,2.8312691328877295,0.18723311247374463
138576,2055.552168713618,-135.21560068174617,1.7824894234102375,0.06578067087753128
139605,1916.4590474333354,-120.94241737313894,1.9118592723946288,0.0631072276421007
142753,1720.93253228713,-275.83908053556775,2.129078235932074,0.1602846569289825
145103,1671.252606407701,27.280266326239428,2.1923675606858977,-0.016323245344028157
145950,1738.4325323407909,73.45356270080123,2.1076457854055697,-0.042252754325700734
146182,468.58819351660634,-312.87773091114,7.819232432005676,0.6677029751071863
146984,2345.4882009598077,-77.47405683293493,1.562148126987225,0.03303110064729016
149102,1584.1197739951463,207.85221394427725,2.3129564191723966,-0.13120991061179324
