,tcre
444271,1.7344772521970082
445686,1.252071993678894
445739,1.8182631172425512
445742,1.9328438532598824
450045,1.7256119686931035
450527,2.0299819549554816
450842,1.3980172211506854
451679,1.8645346763610198
453063,1.9999750536734693
456266,1.4786158016930624
458117,1.5792759001138608
458244,2.1316041882552996
460696,1.735021175119842
461057,1.632363100595339
463320,1.304491657926538
468155,1.7344036373039102
468288,1.582583640016334
469827,1.8237526804209496
470293,0.9549229867681991
474932,1.4142302775053772
475080,1.6626125011937372
475352,1.711811490068646
476023,1.6450668753017712
478320,1.960003858377556
480065,1.3212382342801046
481263,1.5376670712665705
482898,1.359683799198244
483419,1.443641921587508
484259,1.6315199346067617
484792,1.6479309416140848
485820,1.7554113320514604
486172,1.503403239707853
486710,1.8384183765435864
487034,2.3856762950762
488455,1.6818586403168592
489132,1.6522775132290985
489748,2.0546359334475848
490313,1.570296253261383
492223,2.0418207498423
493565,2.0148811796599344
493861,1.4982299686608291
494457,1.271319832348526
500176,1.6279260159514666
500720,1.5230380116515532
501502,1.9340877865341644
501683,1.1546451246034752
502417,1.769150390795222
504803,1.105800671342591
508336,1.7687284541770254
509581,1.3297800646784554
509909,2.183639297589754
510285,2.622271238577782
512257,1.7438755635787302
513032,1.9325150521575438
515424,1.7727409856692946
518374,1.5247551644347874
519274,1.7272897806515948
522401,1.9533115157688858
530101,1.7350289289710275
530827,1.7283097102321623
531114,1.895053312675713
535327,1.4328322918369656
535876,1.8489745365699906
535936,1.836472507740719
536440,1.4125733282611364
539577,1.8132174570226383
545776,1.585646868925931
546855,1.2103694733839718
550180,1.372439140276059
550697,1.911196085978437
552571,1.5359652382255908
553073,1.3158162421129416
554167,1.3527390507664643
555782,2.3222785357845743
556468,1.8153450850251982
562083,1.7522820810420316
562172,1.2917530991505843
564616,1.126997574048333
565148,1.469818285859094
566655,1.7119305793163422
566798,1.4923586262121098
566977,2.153676381421353
572461,1.3657901273209518
572598,1.715099241457679
572685,1.5571320924920935
573129,1.6033487858892064
573601,1.6252756519635887
575039,1.445209808657211
575633,1.487014467169313
581780,1.996332485010072
583273,2.0778355119996594
584197,2.111451456985979
585855,2.019712481762532
587371,1.6149818760057264
587888,1.5889617215330893
588255,1.6462895280033447
594908,1.1723780600018572
595693,1.6847073601131954
595846,1.4493442741489655
604277,1.6510307299107168
604360,1.7463519906510137
608607,1.2227543565783714
609666,1.4509400738700715
610491,1.4609221331054334
612854,1.546073258497034
613653,1.757131454298883
614432,1.8391959693762137
614769,1.908540459721957
615598,2.1399750018454684
617690,1.6854559118271266
617821,2.057357273008271
618747,1.7009259815906603
620525,1.2787995466886828
623069,1.399627811428097
623454,1.3814894708810763
624029,1.48105868761384
625621,1.2558072362269632
626575,1.5346891652780463
626705,1.591899542947489
626864,1.6109432279324856
629200,1.893148037302495
630136,1.5160078335893996
633617,1.1928189609807707
634371,2.1067449782218755
635380,2.025597054218576
635836,1.189798737697955
636788,1.1702338017561829
636894,1.8519585725099807
637522,1.3806567475606593
639533,1.2329869607327986
644474,1.0567951002783171
645572,1.8397414573067346
645923,1.3540362722744201
647303,1.5924223758615212
648266,1.9054791197424619
649766,2.192933247731615
650175,1.852417014243805
650192,1.4845695342290632
651281,1.235491003659649
651825,2.586289520064495
655441,1.3557171119824432
657313,2.260262753837895
663324,1.3661417922694439
664432,1.2805985854739135
665844,1.456461639244854
666178,1.848701154052998
667022,2.011025147143749
671184,1.81259986861412
671313,1.4515150140786612
672602,1.968565842604762
675356,1.5320050186821679
675415,1.6747627645868044
676000,1.76194696471291
676552,1.7594865071477999
678613,1.3673415175799941
682403,1.5699356161699096
683257,1.4157577699172554
687889,1.778713906276034
689501,1.494186451326753
691192,1.521145397988559
692169,1.5750474090128577
692216,1.2936460139963621
692830,1.6537359972361296
692871,1.5501483451321232
695187,1.808616972150759
695947,1.8559595317082493
698370,1.2831994396790158
702229,1.8202474056787783
702372,1.3493526189493616
702886,1.980767285333609
709368,1.7010480804700372
711679,2.4855930585966144
715173,1.9291669960292868
715266,1.4161047303549787
716253,2.0438596984994883
717726,2.13826198951851
717950,2.191141091100185
717987,1.5037612276067949
721124,1.3021671113882565
721469,1.8191867838184768
722260,2.0328601962385315
726347,1.7213450248835236
726566,1.9534427085366153
727873,1.286786476764756
729823,1.7193773525849765
730418,1.456701652592099
730443,2.046031649507085
731833,1.9056490042796708
733193,1.5501685626764865
734321,2.0746861213719408
734819,1.4504678288712678
734982,1.779380909487336
740897,1.920854736705579
743664,1.581247776016792
743962,1.4721706466631184
745652,1.5613091540198285
745775,1.2617498459874321
746032,1.5651034603024807
746658,1.4609500528457344
747497,1.5601726360313608
752133,1.7774825097655778
752163,1.4398395147026422
752475,1.4658948070418265
753690,1.3178414380407857
754157,1.4794015488970476
754492,1.5241434343564382
756327,1.1577626505176652
758159,1.791638079571509
759477,1.1656789274583235
759881,1.499954231597785
760885,1.3691179743919069
761392,1.7082367759410315
763172,1.4525326763412432
765754,1.7849325459905196
767011,1.2896633001759925
767920,1.7839064962781122
768063,1.3754083397334056
770951,1.7234605905323748
772029,1.6868534399350668
774525,2.0243136825629273
776841,1.7344592858231984
779264,1.8618594046390344
779483,1.6359018995836985
779660,1.4948637726144953
784384,1.7066785080345805
785823,2.2148509270804224
788525,1.6259508819585118
790720,1.9642925758475822
791776,1.5997247101328023
792576,1.4615286782230479
793803,1.2539692788619876
794547,1.3079237893023532
795523,1.5868460886841849
795576,1.3746971081630195
796807,1.4346489674099
798504,2.363520179975817
798855,2.040242391552165
799884,1.7427593116279902
803117,1.2902857352507102
804921,1.2978397713621066
805851,1.46361136677076
808749,2.059163905544312
809718,1.4020327237034667
810199,1.6791611378436149
810506,1.6614061929345272
810643,1.7002667011396406
812062,1.614817338009568
813434,2.0351904618862697
815231,2.039393373829415
817037,1.3397433127473672
817302,1.050866950618777
822123,2.2625175536558717
823061,1.4363883558183264
825822,1.0362778072973229
826318,1.4378383303417634
826794,1.6644536712233313
829516,1.7641686496395317
829814,1.7464048852384295
831061,2.103899609924338
831751,1.5595610466799241
832462,1.0084134483780178
833934,1.5003100395081128
834741,1.7116443031795099
835981,1.6873632972653183
840268,1.635034072720712
841421,1.4249171801782259
843013,2.221938525958591
843446,1.3886578320080019
843467,1.5867534703923878
846640,2.2275458762938265
847252,1.3886995401973294
847997,2.0579240197717925
850530,1.718830635795811
851152,1.518453696639457
851944,1.1776040851413028
854982,2.095188537400368
855634,2.108120260501807
856911,2.0410870490421615
857650,1.6654252713983284
858184,1.4944573818150577
858706,2.0079020709312254
860016,1.877018702824693
864752,1.7593338628590056
864980,2.0885836709538683
865055,1.0140511607260554
866550,1.4281730836166495
866796,1.3686034629295183
868694,1.4037120217770171
870295,1.4385619914015575
871483,2.059320873265706
872201,2.272611824946766
874217,2.042511963343503
876427,1.6501829219354727
877302,1.5549997120990064
879170,1.5934905879275716
882213,1.7683539378497033
883855,1.6901917593532962
884237,1.3315324839916518
889327,2.228309758677581
889421,1.687997909850158
890396,1.517935556563579
891263,2.0249766123128774
892142,1.2766516447253817
896005,1.7051900327971077
896580,1.8097301827443009
897492,1.8463371444179215
897723,1.9475205253218668
900239,1.5367385045164805
900338,1.559637578067426
902032,1.7661024248549368
905807,1.165334175527208
906728,1.631319603675136
908604,1.8879988451718657
912398,2.3494120714939775
913473,1.7400860248047416
914499,1.5371255045546435
914858,1.8857430791123664
915582,1.4116314569304986
918007,1.494968235246961
918043,2.036860458591759
925102,2.068089530678976
926383,1.769598770263572
927117,1.5047564907125057
927949,1.82514198641478
930446,1.5802555515317227
933687,1.7195390083553121
940732,1.8002480834357864
941468,1.658729483865902
941969,2.1749985273238654
943218,2.205042685724282
947099,1.6243821806032301
947146,1.4262820159160532
947498,1.489470734458592
949570,2.3328235234912644
951576,1.0942227662732966
952226,1.8034913384704006
952682,1.732402371030253
953135,1.6065402723031905
956159,1.5126658022832045
957390,1.6873147422816641
959047,1.6812443633082503
964211,1.3907808613138597
964424,1.062008714382418
965186,1.4260370665010043
966257,1.9090392340429374
966648,1.523400954698185
970832,1.4624300564303065
971246,1.729315102287241
981888,1.8793834021362756
983479,1.9095144355180036
986662,1.5273469598460987
986867,1.430588445897098
989187,1.9214239052505695
989326,1.668445225037253
989483,1.9693379864318743
990953,1.7031420609915453
991064,2.0965344613428036
993768,1.8738331060510816
995861,1.0622412387601203
996124,1.3062559239087432
996189,1.1503224577598403
996834,1.5150550492199735
997426,1.8018380586927005
997463,1.1502556785416231
997687,1.8946592697833198
999484,1.891335093793485
1000147,2.015153317724221
1002467,1.5131381097842476
1002629,1.8762325630254453
1002894,1.5782216269720586
1003277,1.6462612447818166
1007983,1.60076271029755
1008392,1.6987426518318252
1008428,1.770034570402459
1012153,1.617786395366819
1012667,1.525111382760525
1013006,1.9183421495692725
1013636,1.543089775833704
1015220,1.710064282681034
1017146,1.457126506537976
1017213,1.670073026431843
1017279,1.2805080757548077
1019068,1.4361944353535978
1019327,1.3740849590295965
1019363,1.6954556507458076
1020311,1.5932507585237359
1022634,1.4374492015247524
1023858,1.347279528240287
1026811,1.6393759567391397
1027624,1.5499882791144544
1027798,1.3975330760082354
1031368,1.1706656288574249
1031462,1.171270431262968
1032014,1.6936358549062198
1032270,1.7665611527043896
1032404,1.9419089149254294
1033818,1.5621209074359461
1037239,1.613347423017065
1039284,1.2376516740446835
1039307,1.8239472744915615
1040219,1.960489336683115
1047981,1.531168684136184
1052707,1.772214267448709
1055699,2.2217424886153685
1055916,1.8385472090955606
1056356,1.7922924844309587
1059845,1.66848548337023
1061697,1.8596938542790182
1063300,1.32662611916646
1063724,1.969196154818047
1065527,1.491487081501138
1066882,1.6596641244704686
1068484,1.5528152597053855
1070568,2.2122994998536334
1071797,1.0453269528458526
1072096,1.640809983809916
1075252,1.7388475801611927
1075966,1.7563804144869952
1076210,1.2649310167006051
1076851,1.5968559317449234
1082659,1.2819886060879784
1083050,1.6149242656065188
1084365,1.4223544209684686
1084905,1.4706790382172994
1088798,1.4650328753514514
1090111,1.6461793045560436
1092290,1.721720525930051
1093246,2.076440857024167
1094917,1.66847522441433
1098434,1.371690980251052
1098760,0.9574140763605237
1099584,1.5441812660451157
1100836,2.227050969739725
1101442,2.0336420859975872
1103986,2.0959531211483933
1106148,2.286088575706737
1107305,1.6461817202946014
1110035,1.9482182249943836
1111058,1.6301003174738846
1113080,1.9467434011053375
1113138,1.7330535968575704
1114664,2.0433066274375133
1115197,1.3751389814866526
1115699,1.859535332061565
1122260,1.9417406302675675
1126425,1.6355759277135635
1129914,1.0810438137563976
1130141,2.5362091221784024
1131723,2.3208264327944685
1132565,1.429361812728366
1133012,1.6295594164000262
1134247,1.954880247471897
1135060,1.380225473353489
1135222,1.5040954318421393
1136342,1.7163771323128687
1138400,1.5526206531230178
1141073,1.5443458768855687
1142401,1.6732076621876792
1142500,1.866815626037682
1143134,1.6723824102964573
1143554,1.7282367821514384
1143909,1.8517070734998984
1151127,1.2399511839039012
1151412,1.8959364701504489
1153548,1.848045142883243
1153571,1.8355776893221782
1153778,2.042056215516569
1154809,1.3923993452016967
1155173,1.335558794489028
1156636,1.248650696705461
1156947,0.9562576674335193
1159053,1.88023394819368
1160383,2.3362813582592605
1160670,1.7833748016044082
1163612,1.3977827926459299
1163904,1.628225576027545
1165707,1.446766691379472
1167761,1.450725393499711
1169119,1.442713484838378
1171410,1.630148007347944
1171665,1.6047061013797077
1173224,1.9154784080691731
1174667,1.5558205996940517
1174991,1.1629623842624879
1175714,1.2597193101153983
1176838,1.292035663013022
1183599,2.133028201839412
1185677,1.7218634913303457
1185795,1.9966830718489714
1187576,1.3845202687863405
1188293,1.5071661472324824
1188386,1.4191464557329374
1189333,1.278377610064918
1189706,1.6196098258084004
1192049,1.498631035879233
1192254,2.3010947186923856
1196360,1.5517391586221976
1199060,1.566256979678962
1200069,1.6876041539113753
1202329,2.4229997287365688
1202435,1.6980738429922764
1203244,1.6051761328997038
1205952,1.6332551851043358
1206810,1.6954683717169965
1207702,1.3916862968793922
1210011,1.9303454590194167
1210063,1.5877221686746568
1210611,1.5487942186725558
1210720,1.6494178853938941
1211293,1.6826152824509653
1219241,1.3854965815827505
1225177,1.7773914764239163
1228275,1.7269180574747818
1230673,1.9181462920896062
1231751,1.8498372215014713
1234174,1.6745121797664957
1235134,1.8113433485159467
1235450,1.5986277848492265
1238735,1.2777167935268465
1240132,1.3960337085932333
1240205,1.8922128726147347
1240650,1.2481890486874976
1243062,1.3246671917553823
1245416,1.3840524128320397
1249228,1.6237854272990808
1250415,2.2281281729445834
1252107,1.7217046901830735
1253632,1.5493377743899857
1253763,1.6675028492448731
1256705,1.8049972281067654
1257122,1.3908437626276233
1257895,1.3436278024511497
1259870,1.0370811239334057
1260319,1.3587498747337343
1260684,1.3731287287088112
1263286,1.4352641728915008
1263734,1.614923244449586
1265011,1.4311643268004852
1265529,1.4908262483066392
1267842,1.9351844742072537
1268128,1.758367803479965
1270071,1.5369659139065295
1270458,1.18438887897482
1271364,1.8623665982382451
1272093,1.764509901461608
1275515,1.7190160185692593
1279384,1.5602176981983304
1284899,1.7450947790039453
1286023,1.7268599703828922
1286531,1.915029185537161
1291125,1.8837545229792676
1293780,1.3715691101875485
1294235,1.2655007090157666
1296124,1.5559025926084862
1298813,2.0192213371106162
1299583,1.3157989932057523
1302431,1.6276464783787208
1302848,1.7150575239337518
1304055,1.8704926895055745
1304504,1.6804050635480274
1305129,1.4330688506587062
1305491,1.6821380785036089
1309199,1.501099665536124
1309718,1.607384849519852
1309861,1.463351021139587
1309870,1.8559375206127566
1312826,2.2241588295575325
1313857,1.8098241276327012
1314292,1.920099527312884
1314429,1.5621794549113377
1314492,1.5080100893356494
1314647,1.8193660961018647
1314854,2.238777005435104
1315170,1.4400655209923119
1315319,1.187117314647376
1318413,1.3726228479201676
1319114,2.0648484102487994
1320965,1.876757489423526
1323838,1.7489833398965595
1323964,1.7015854937465942
1325564,1.9685753944288422
1325724,1.5649746592784533
1327919,1.2263508512185664
1329534,1.986907273612872
1331531,1.0409672482940842
1331536,1.4042209023951207
1333429,1.133658805259308
1335412,1.82259358962985
1335637,1.5433009594920826
1338329,1.9695551466021353
1339921,1.122676317308743
1340048,1.5726987782880102
1340392,2.156088044357703
1345041,2.1256262755711224
1345614,1.7855286865694455
1346702,1.4403112968535916
1347259,1.8517639854629921
1349813,1.880114669897135
1351683,1.7073998381709874
1353092,1.3895559734050809
1354565,1.1904624822154786
1355766,1.4897289908792746
1356175,1.9080389000433164
1357870,2.225240374541595
1359912,1.4595718127121728
1362040,1.0088238721775407
1362415,1.4555708077984837
1362530,1.545482884586481
1365379,1.7417891361080169
1370685,2.0039926250451336
1375961,2.2141810854496935
1375975,2.502993838758179
1376248,1.7604597252496457
1377318,2.0936142614941406
1384831,1.7641149626118788
1388927,1.8443309129488668
1389474,1.3277429784425399
1390225,1.4353250761703673
1390627,1.0493602522481336
1390648,1.9813144131486118
1392911,1.6311685595802985
1394414,2.0797584001647715
1395236,1.5203570554901091
1399388,1.5500552058860622
1403768,1.2450141456441342
1405682,1.993730224015723
1410380,1.7352886275188117
1410895,2.3293989084945514
1412767,1.995383371748753
1413992,1.204620535896418
1414098,1.904929575194326
1415208,1.5392154170152623
1417117,1.6705857146688
1419079,2.0322739497846665
1420431,2.3105514878580062
1425837,1.5851690394669695
1426277,1.4824374657276569
1428736,1.3767573142485972
1432173,1.5349264335117576
1437517,1.1450363104937555
1437972,1.1293164231111286
1438153,1.7868290236085924
1438191,1.7371348947951781
1439318,1.4392226468367795
1441827,1.4902390069894662
1441914,2.1094664939206567
1441990,1.602571497049524
1442751,1.6173823779868395
1443147,1.9774191402073569
1443646,1.585981538601277
1444066,1.3816362568365017
1444569,1.7216941547150943
1446671,1.7726679507576573
1448571,1.4688271285796652
1448636,2.09517716237574
1450682,1.5622404741696825
1451035,1.6153310613156104
1454003,1.6826397066915422
1454656,1.3182968312437995
1460352,1.7815391435520391
1466348,1.6377656924476045
1466457,1.3749712885094847
1468124,1.8628935634565176
1471834,2.0973656577607964
1472052,1.5288630724162156
1472655,1.499194198973062
1474785,1.3781639144402247
1475468,0.9294240511180378
1476923,1.258617943842452
1478393,1.851745878434172
1478489,2.2328965110966004
1478567,2.2341064473473375
1479173,1.5527377659519375
1479322,1.9567272383559338
1479965,2.0109415850024774
1481548,1.7396912579857753
1482160,1.8264189766701686
1484389,1.6353662039825068
1485894,1.4422850508552194
1492261,1.993428340782742
1494463,1.8355042941674489
1495153,1.1521603255144948
1496511,1.5638819135958442
1498501,1.500267941088007
